CASE_STATUS,DECISION_ELAPSED_DAYS,EMPLOYER_POSTAL_CODE,EMPLOYER_STATE,EMPLOYER_NUM_EMPLOYEES,WAGE_OFFER_FROM_9089,COUNTRY_OF_CITIZENSHIP,CLASS_OF_ADMISSION,FOREIGN_WORKER_INFO_EDUCATION,CASE_RECEIVED_DATE_MONTH,EMPLOYER_STATES,ZIP_CODE
Certified,262,99801,AK,546,74692,PHILIPPINES,H-1B,Bachelor's,8,ALASKA,99801
Certified,76,99801,AK,550,76981,PHILIPPINES,H-1B,Bachelor's,7,ALASKA,99801
Denied,404,99701,ALASKA,3557,71224,PHILIPPINES,H-1B,Master's,5,ALASKA,99701
Certified,82,99686,AK,22,26770,PHILIPPINES,J-1,Bachelor's,5,ALASKA,99686
Certified,83,99686,AK,22,29016,PHILIPPINES,J-1,Other,5,ALASKA,99686
Certified,83,99686,AK,22,26770,PHILIPPINES,J-1,Other,5,ALASKA,99686
Certified,83,99686,AK,22,26770,PHILIPPINES,J-1,Bachelor's,5,ALASKA,99686
Certified,451,99502,ALASKA,1,21029,PHILIPPINES,B-2,None,5,ALASKA,99502
Certified,52,99352,WA,3372,300000,PHILIPPINES,H-1B,Other,4,WASHINGTON,99352
Certified,52,99352,WA,3372,181896,PHILIPPINES,H-1B,Other,4,WASHINGTON,99352
Certified,119,99352,WA,3372,330000,PHILIPPINES,H-1B,Other,4,WASHINGTON,99352
Certified,206,98902,WASHINGTON,2230,195000,PHILIPPINES,H-1B,Other,3,WASHINGTON,98902
Certified,187,98902,WASHINGTON,2230,195000,PHILIPPINES,H-1B,Other,2,WASHINGTON,98902
Certified,68,98902,WA,2866,153130,PHILIPPINES,H-1B,Other,6,WASHINGTON,98902
Certified,147,98683,WA,16134,173493,PHILIPPINES,H-1B,Other,11,WASHINGTON,98683
Certified,106,98683,WA,16134,209498,PHILIPPINES,H-1B,Other,3,WASHINGTON,98683
Certified,106,98683,WA,16134,209498,PHILIPPINES,H-1B,Other,3,WASHINGTON,98683
Certified,134,98683,WA,16000,186406,PHILIPPINES,H-1B,Other,5,WASHINGTON,98683
Certified,135,98683,WA,16000,186406,PHILIPPINES,H-1B,Other,5,WASHINGTON,98683
Certified,205,98402,WASHINGTON,1000,200200,PHILIPPINES,H-1B,Other,12,WASHINGTON,98402
Certified,171,98402,WASHINGTON,500,218400,PHILIPPINES,H-1B,Other,10,WASHINGTON,98402
Certified,202,98402,WA,1700,210000,PHILIPPINES,H-1B,Other,10,WASHINGTON,98402
Certified,101,98402,WA,2100,200000,PHILIPPINES,H-1B,Other,3,WASHINGTON,98402
Certified,73,98402,WA,2766,239400,PHILIPPINES,H-1B,Other,4,WASHINGTON,98402
Certified,134,98402,WA,2000,210000,PHILIPPINES,Parolee,Other,1,WASHINGTON,98402
Certified,138,98402,WA,1150,210000,PHILIPPINES,H-1B,Other,1,WASHINGTON,98402
Certified,138,98402,WA,1150,210000,PHILIPPINES,H-1B,Other,1,WASHINGTON,98402
Denied,3000,98188,WA,12,36005,PHILIPPINES,H-1B,None,2,WASHINGTON,98188
Certified,183,98155,WASHINGTON,337,63586,PHILIPPINES,H-1B,Master's,12,WASHINGTON,98155
Certified,209,98121,WASHINGTON,61,104250,PHILIPPINES,H-1B,Bachelor's,2,WASHINGTON,98121
Certified,147,98119,WA,4110,92783,PHILIPPINES,L-1,Bachelor's,12,WASHINGTON,98119
Certified,78,98119,WA,4275,113838,PHILIPPINES,H-1B,Bachelor's,5,WASHINGTON,98119
Certified,154,98109,WA,154100,97219,PHILIPPINES,H-1B,Bachelor's,11,WASHINGTON,98109
Certified,176,98109,WA,154100,113942,PHILIPPINES,H-1B,Master's,11,WASHINGTON,98109
Certified,127,98109,WA,154100,101088,PHILIPPINES,H-1B,Bachelor's,1,WASHINGTON,98109
Certified,83,98109,WA,341400,99382,PHILIPPINES,H-1B,Bachelor's,3,WASHINGTON,98109
Certified,88,98109,WA,566000,113000,PHILIPPINES,H-1B,Master's,5,WASHINGTON,98109
Certified,78,98104,WA,2200,130894,PHILIPPINES,H-1B,Bachelor's,6,WASHINGTON,98104
Certified,165,98101,WA,67000,98400,PHILIPPINES,H-1B,Bachelor's,11,WASHINGTON,98101
Certified,58,98101,WA,170,151000,PHILIPPINES,H-1B,Bachelor's,6,WASHINGTON,98101
Certified,137,98053,WA,9,84718,PHILIPPINES,H-1B,Bachelor's,1,WASHINGTON,98053
Certified,90,98052,WA,63000,134200,PHILIPPINES,L-1,Bachelor's,6,WASHINGTON,98052
Certified,139,98052,WA,3,85000,PHILIPPINES,H-1B,Bachelor's,12,WASHINGTON,98052
Certified,106,98052,WA,73172,143900,PHILIPPINES,H-1B,Bachelor's,3,WASHINGTON,98052
Certified,99,98052,WA,73172,137854,PHILIPPINES,L-1,Bachelor's,4,WASHINGTON,98052
Certified,65,98052,WA,73172,107000,PHILIPPINES,H-1B,Bachelor's,5,WASHINGTON,98052
Certified,70,98043,WA,3500,118514.29,PHILIPPINES,H-1B,Bachelor's,2,WASHINGTON,98043
Certified,507,98036,WA,14,53685,PHILIPPINES,H-1B,Bachelor's,11,WASHINGTON,98036
Certified,76,98031,WA,4,21819,PHILIPPINES,Not in USA,None,6,WASHINGTON,98031
Certified,118,98006,WA,50000,107432,PHILIPPINES,H-1B,Bachelor's,1,WASHINGTON,98006
Certified,129,98006,WA,50000,122990,PHILIPPINES,H-1B,Bachelor's,1,WASHINGTON,98006
Certified,90,98004,WA,5600,120520,PHILIPPINES,H-1B,Bachelor's,6,WASHINGTON,98004
Certified,175,98003,WASHINGTON,44,128773,PHILIPPINES,H-1B,Bachelor's,11,WASHINGTON,98003
Denied,122,97838,OR,630,230000,PHILIPPINES,H-1B,Other,3,OREGON,97838
Denied,941,97420,OR,365,54995,PHILIPPINES,H-1B,Bachelor's,5,OREGON,97420
Denied,1685,97071,OR,48,56826,PHILIPPINES,H-1B,Bachelor's,3,OREGON,97071
Certified,212,96950,NORTHERN MARIANA ISLANDS,30,30000,PHILIPPINES,H-1B,Bachelor's,1,NORTHERN MARIANA ISLANDS,96950
Denied,229,96950,NORTHERN MARIANA ISLANDS,7,40747,PHILIPPINES,H-1B,Bachelor's,3,NORTHERN MARIANA ISLANDS,96950
Denied,198,96950,MP,29,42474,PHILIPPINES,H-1B,Bachelor's,6,NORTHERN MARIANA ISLANDS,96950
Denied,261,96950,MP,7,47050,PHILIPPINES,H-1B,Bachelor's,6,NORTHERN MARIANA ISLANDS,96950
Certified,91,96950,MP,158,47445,PHILIPPINES,H-1B,Bachelor's,5,NORTHERN MARIANA ISLANDS,96950
Certified,106,96950,MP,158,47445,PHILIPPINES,H-1B,Bachelor's,5,NORTHERN MARIANA ISLANDS,96950
Certified,106,96950,MP,158,47445,PHILIPPINES,H-1B,Bachelor's,5,NORTHERN MARIANA ISLANDS,96950
Certified,49,96950,MP,14,65000,PHILIPPINES,H-1B,Bachelor's,4,NORTHERN MARIANA ISLANDS,96950
Denied,172,96950,MP,163,35000,PHILIPPINES,H-1B,Bachelor's,12,NORTHERN MARIANA ISLANDS,96950
Certified,209,96950,MP,34,36420,PHILIPPINES,H-1B,Bachelor's,1,NORTHERN MARIANA ISLANDS,96950
Denied,63,96950,MP,47,41540,PHILIPPINES,H-1B,Bachelor's,6,NORTHERN MARIANA ISLANDS,96950
Certified,92,96950,MP,81,48000,PHILIPPINES,H-1B,Bachelor's,5,NORTHERN MARIANA ISLANDS,96950
Certified,92,96950,MP,81,48000,PHILIPPINES,H-1B,Bachelor's,5,NORTHERN MARIANA ISLANDS,96950
Certified,106,96950,MP,22,39500,PHILIPPINES,H-1B,Bachelor's,6,NORTHERN MARIANA ISLANDS,96950
Certified,221,96950,MP,34,36420,PHILIPPINES,H-1B,Bachelor's,2,NORTHERN MARIANA ISLANDS,96950
Certified,225,96950,MP,34,36420,PHILIPPINES,H-1B,Bachelor's,2,NORTHERN MARIANA ISLANDS,96950
Denied,379,96950,MP,671,120000,PHILIPPINES,H-1B,Bachelor's,2,NORTHERN MARIANA ISLANDS,96950
Certified,128,96950,MP,671,120000,PHILIPPINES,H-1B,Bachelor's,11,NORTHERN MARIANA ISLANDS,96950
Certified,57,96950,MP,392,40000,PHILIPPINES,H-1B,Bachelor's,6,NORTHERN MARIANA ISLANDS,96950
Certified,59,96950,GU,15,38605,PHILIPPINES,H-1B,Bachelor's,7,GUAM,96950
Certified,83,96950,MP,159,50920.63,PHILIPPINES,Parolee,Bachelor's,6,NORTHERN MARIANA ISLANDS,96950
Certified,547,96932,GUAM,6,50482,PHILIPPINES,H-1B,Other,3,GUAM,96932
Certified,105,96932,GU,154,47778,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96932
Certified,159,96932,GU,14,38896,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96932
Certified,501,96931,GUAM,35,68869,PHILIPPINES,H-1B,Associate's,2,GUAM,96931
Certified,216,96931,GUAM,42,40800,PHILIPPINES,H-1B,Bachelor's,12,GUAM,96931
Certified,201,96931,GUAM,40,36213,PHILIPPINES,L-1,Bachelor's,2,GUAM,96931
Certified,227,96931,GUAM,42,40800,PHILIPPINES,H-1B,Bachelor's,12,GUAM,96931
Certified,72,96931,GU,200,48630,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96931
Certified,72,96931,GU,200,48630,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96931
Certified,68,96931,GU,29,73320,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96931
Certified,84,96931,GU,29,96000,PHILIPPINES,H-1B,Bachelor's,5,GUAM,96931
Certified,124,96931,GU,22,73237,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96931
Certified,216,96929,GUAM,53,29453,PHILIPPINES,H-1B,Bachelor's,12,GUAM,96929
Certified,450,96929,GUAM,14,48942,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96929
Certified,251,96929,GUAM,213,36275,PHILIPPINES,H-1B,Bachelor's,10,GUAM,96929
Denied,15,96929,GUAM,7,71302,PHILIPPINES,E-2,Bachelor's,8,GUAM,96929
Certified,125,96929,GU,341,53726,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96929
Certified,109,96929,GU,122,56912,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96929
Certified,84,96929,GU,40,58000,PHILIPPINES,H-1B,Bachelor's,5,GUAM,96929
Certified,68,96929,GU,65,39270,PHILIPPINES,H-1B,Bachelor's,5,GUAM,96929
Certified,60,96929,GU,18,80000,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96929
Certified,139,96923,GU,516,81000,PHILIPPINES,H-1B,Doctorate,12,GUAM,96923
Certified,204,96921,GUAM,10,39600,PHILIPPINES,H-1B,Bachelor's,1,GUAM,96921
Certified,77,96921,GU,309,66000,PHILIPPINES,H-1B,Bachelor's,5,GUAM,96921
Certified,132,96921,GU,130,70000,PHILIPPINES,H-1B,Bachelor's,11,GUAM,96921
Denied,293,96915,GUAM,500,48557,PHILIPPINES,H-1B,Master's,6,GUAM,96915
Certified,469,96913,GUAM,389,82493,PHILIPPINES,H-1B,Bachelor's,5,GUAM,96913
Certified,199,96913,GUAM,59,47760,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,185,96913,GUAM,170,87235,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,456,96913,GUAM,7,36317,PHILIPPINES,H-1B,Bachelor's,5,GUAM,96913
Certified,174,96913,GUAM,147,45600,PHILIPPINES,H-1B,Bachelor's,10,GUAM,96913
Certified,233,96913,GUAM,11,76690,PHILIPPINES,H-1B,Bachelor's,1,GUAM,96913
Certified,492,96913,GUAM,32,52000,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96913
Certified,210,96913,GUAM,20,38085,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,237,96913,GUAM,35,64522,PHILIPPINES,H-1B,Bachelor's,12,GUAM,96913
Certified,556,96913,GUAM,109,45094,PHILIPPINES,H-1B,Bachelor's,10,GUAM,96913
Certified,215,96913,GUAM,52,32178,PHILIPPINES,H-1B,High School,12,GUAM,96913
Certified,190,96913,GUAM,170,30472,PHILIPPINES,H-2B,High School,2,GUAM,96913
Certified,212,96913,GUAM,40,57075,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,202,96913,GUAM,174,66186,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,157,96913,GU,54,41600,PHILIPPINES,H-1B,Bachelor's,11,GUAM,96913
Denied,67,96913,GU,29,68078,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,107,96913,GU,434,47445,PHILIPPINES,H-1B,Bachelor's,1,GUAM,96913
Certified,230,96913,GU,217,51938,PHILIPPINES,Not in USA,Bachelor's,10,GUAM,96913
Certified,119,96913,GU,157,47008,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,95,96913,GU,156,37918,PHILIPPINES,Not in USA,Bachelor's,2,GUAM,96913
Certified,99,96913,GU,156,47008,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,113,96913,GU,1061,63046,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,98,96913,GU,330,55494,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96913
Certified,91,96913,GU,58,38709,PHILIPPINES,H-1B,Bachelor's,4,GUAM,96913
Certified,65,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Certified,79,96913,GU,210,30306,PHILIPPINES,L-1,None,5,GUAM,96913
Certified,68,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,1823,96913,GU,8,36483,PHILIPPINES,H-1B,Bachelor's,8,GUAM,96913
Certified,95,96913,GU,70,28080,PHILIPPINES,H-1B,Bachelor's,5,GUAM,96913
Certified,80,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Certified,80,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Certified,80,96913,GU,340,29806,PHILIPPINES,H-2B,High School,5,GUAM,96913
Certified,107,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Certified,150,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,197,96913,GU,340,29806,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,197,96913,GU,340,28330,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,197,96913,GU,340,28330,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,198,96913,GU,340,29806,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,198,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,198,96913,GU,340,29806,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,198,96913,GU,340,29806,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,198,96913,GU,340,29806,PHILIPPINES,H-2B,High School,5,GUAM,96913
Denied,226,96913,GU,340,29806,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,227,96913,GU,340,29536,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,227,96913,GU,340,29806,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,227,96913,GU,340,29806,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,227,96913,GU,340,29806,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,233,96913,GU,340,29806,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,233,96913,GU,340,29536,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,232,96913,GU,340,29536,PHILIPPINES,H-2B,High School,6,GUAM,96913
Denied,335,96913,GU,340,29536,PHILIPPINES,H-2B,High School,5,GUAM,96913
Certified,78,96913,GU,40,53352,PHILIPPINES,H-1B,Bachelor's,2,GUAM,96913
Certified,67,96913,GU,424,30000,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96913
Certified,71,96913,GU,424,30000,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96913
Certified,75,96913,GU,424,32344,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96913
Certified,93,96913,GU,104,93059,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96913
Certified,84,96913,GU,89,54870,PHILIPPINES,H-1B,Bachelor's,4,GUAM,96913
Certified,92,96913,GU,29,49733,PHILIPPINES,Not in USA,Bachelor's,4,GUAM,96913
Certified,57,96913,GU,1017,208000,PHILIPPINES,H-1B,Other,5,GUAM,96913
Certified,73,96913,GU,60,120000,PHILIPPINES,E-2,Bachelor's,5,GUAM,96913
Certified,78,96913,GU,60,72500,PHILIPPINES,E-2,Bachelor's,5,GUAM,96913
Certified,93,96913,GU,424,73320,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96913
Denied,251,96913,GU,30,65853,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96913
Certified,130,96913,GU,500,71552,PHILIPPINES,H-1B,Bachelor's,12,GUAM,96913
Certified,144,96913,GU,63,60424,PHILIPPINES,H-1B,Bachelor's,12,GUAM,96913
Certified,129,96913,GU,500,50502,PHILIPPINES,H-1B,Bachelor's,12,GUAM,96913
Certified,93,96913,GU,52,49234,PHILIPPINES,H-1B,Bachelor's,3,GUAM,96913
Certified,80,96913,GU,5,71552,PHILIPPINES,H-1B,Bachelor's,4,GUAM,96913
Certified,69,96913,GU,540,60000,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96913
Certified,70,96913,GU,20,41558,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96913
Certified,70,96913,GU,20,41558,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96913
Certified,54,96913,GU,33,31387,PHILIPPINES,H-2B,Bachelor's,7,GUAM,96913
Certified,78,96913,GU,480,80000,PHILIPPINES,H-1B,Bachelor's,6,GUAM,96913
Certified,194,96910,GUAM,14,107744,PHILIPPINES,H-1B,Master's,3,GUAM,96910
Certified,195,96910,GU,64,29600,PHILIPPINES,H-1B,Bachelor's,1,GUAM,96910
Certified,125,96817,HI,7,206960,PHILIPPINES,H-1B,Other,1,HAWAII,96817
Denied,465,96782,HI,0,28808,PHILIPPINES,Not in USA,High School,7,HAWAII,96782
Certified,483,95988,CALIFORNIA,148,81200,PHILIPPINES,H-1B,Bachelor's,3,CALIFORNIA,95988
Certified,139,95954,CA,5,145662,PHILIPPINES,H-1B,Bachelor's,12,CALIFORNIA,95954
Certified,116,95901,CA,15,21382,PHILIPPINES,Not in USA,High School,2,CALIFORNIA,95901
Certified,119,95901,CA,15,21382,PHILIPPINES,Not in USA,High School,2,CALIFORNIA,95901
Certified,86,95838,CA,7,63086,PHILIPPINES,E-2,Bachelor's,6,CALIFORNIA,95838
Certified,102,95747,CA,11,67912,PHILIPPINES,H-1B,Bachelor's,6,CALIFORNIA,95747
Certified,134,95691,CA,135,56930,PHILIPPINES,H-1B,Bachelor's,12,CALIFORNIA,95691
Certified,128,95691,CA,130,93621,PHILIPPINES,H-1B,Bachelor's,1,CALIFORNIA,95691
Certified,120,95691,CA,16,93621,PHILIPPINES,Not in USA,Bachelor's,3,CALIFORNIA,95691
Certified,224,95670,CA,16,22173,PHILIPPINES,Not in USA,Bachelor's,9,CALIFORNIA,95670
Certified,224,95670,CA,16,22173,PHILIPPINES,Not in USA,High School,9,CALIFORNIA,95670
Certified,224,95670,CA,16,22173,PHILIPPINES,Not in USA,High School,9,CALIFORNIA,95670
Certified,224,95670,CA,16,22173,PHILIPPINES,Not in USA,Bachelor's,9,CALIFORNIA,95670
Certified,224,95670,CA,16,22173,PHILIPPINES,Not in USA,None,9,CALIFORNIA,95670
Certified,224,95670,CA,16,22173,PHILIPPINES,Not in USA,Bachelor's,9,CALIFORNIA,95670
Certified,175,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,Associate's,11,CALIFORNIA,95661
Certified,169,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,Associate's,11,CALIFORNIA,95661
Certified,169,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,High School,11,CALIFORNIA,95661
Certified,169,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,Bachelor's,11,CALIFORNIA,95661
Certified,175,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,Associate's,11,CALIFORNIA,95661
Certified,169,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,High School,11,CALIFORNIA,95661
Certified,169,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,Bachelor's,11,CALIFORNIA,95661
Certified,169,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,Bachelor's,11,CALIFORNIA,95661
Certified,175,95661,CALIFORNIA,90,20946,PHILIPPINES,Not in USA,Bachelor's,11,CALIFORNIA,95661
Certified,169,95630,CALIFORNIA,300,97760,PHILIPPINES,H-1B,Master's,10,CALIFORNIA,95630
Denied,156,95610,CA,7,24752,PHILIPPINES,Not in USA,Bachelor's,8,CALIFORNIA,95610
Denied,202,95610,CA,7,24752,PHILIPPINES,Not in USA,High School,8,CALIFORNIA,95610
Certified,229,95610,CA,7,24752,PHILIPPINES,Not in USA,High School,8,CALIFORNIA,95610
Denied,364,95605,CALIFORNIA,58,65853,PHILIPPINES,H-1B,Master's,10,CALIFORNIA,95605
Denied,35,95562,CALIFORNIA,14,46380,PHILIPPINES,B-2,High School,2,CALIFORNIA,95562
Denied,420,95409,CALIFORNIA,5,21424,PHILIPPINES,B-2,High School,7,CALIFORNIA,95409
Denied,617,95409,CA,5,21424,PHILIPPINES,B-2,High School,7,CALIFORNIA,95409
Certified,248,95409,CA,5,21258,PHILIPPINES,B-2,High School,7,CALIFORNIA,95409
Certified,89,95341,CA,850,195000,PHILIPPINES,H-1B,Other,1,CALIFORNIA,95341
Certified,62,95341,CA,777,195000,PHILIPPINES,H-1B,Other,5,CALIFORNIA,95341
Certified,87,95320,CA,8,19053,PHILIPPINES,B-2,High School,4,CALIFORNIA,95320
Certified,789,95307,CA,1500,45156,PHILIPPINES,H-1B,Master's,3,CALIFORNIA,95307
Certified,549,95301,CALIFORNIA,122,73154,PHILIPPINES,H-1B,Bachelor's,11,CALIFORNIA,95301
Certified,88,95301,CA,543,56825,PHILIPPINES,F-1,Master's,4,CALIFORNIA,95301
Certified,95,95301,CA,543,56825,PHILIPPINES,H-1B,Master's,6,CALIFORNIA,95301
Denied,626,95202,CALIFORNIA,4000,40311,PHILIPPINES,H-1B,Bachelor's,1,CALIFORNIA,95202
Denied,1650,95202,CA,4000,40311,PHILIPPINES,H-1B,Master's,1,CALIFORNIA,95202
Certified,50,95138,CA,340,99411,PHILIPPINES,H-1B,Bachelor's,7,CALIFORNIA,95138
Certified,111,95135,CA,3034,108992,PHILIPPINES,H-1B,Bachelor's,3,CALIFORNIA,95135
Certified,96,95134,CA,5198,98400,PHILIPPINES,L-1,Bachelor's,3,CALIFORNIA,95134
Certified,67,95134,CA,23000,123000,PHILIPPINES,L-1,Bachelor's,5,CALIFORNIA,95134
Certified,77,95134,CA,8333,110344,PHILIPPINES,L-1,Bachelor's,6,CALIFORNIA,95134
Certified,74,95134,CA,8333,80870,PHILIPPINES,L-1,Bachelor's,4,CALIFORNIA,95134
Certified,242,95134,CA,2227,153191,PHILIPPINES,L-1,Bachelor's,8,CALIFORNIA,95134
Certified,467,95131,CALIFORNIA,14,21070,PHILIPPINES,B-2,None,5,CALIFORNIA,95131
Certified,123,95131,CA,11794,123656,PHILIPPINES,L-1,Bachelor's,12,CALIFORNIA,95131
Certified,203,95131,CA,1800,84760.93,PHILIPPINES,H-1B,Bachelor's,11,CALIFORNIA,95131
Denied,957,95131,CA,1800,88583.55,PHILIPPINES,H-1B,Bachelor's,10,CALIFORNIA,95131
Certified,707,95131,CA,1800,102168.72,PHILIPPINES,H-1B,Bachelor's,10,CALIFORNIA,95131
Certified,598,95131,CA,1800,105526.28,PHILIPPINES,H-1B,Bachelor's,10,CALIFORNIA,95131
Certified,110,95131,CA,10,128565,PHILIPPINES,B-2,Bachelor's,2,CALIFORNIA,95131
Certified,91,95131,CA,10,128656,PHILIPPINES,B-2,Bachelor's,6,CALIFORNIA,95131
Certified,271,95127,CA,1200,76384,PHILIPPINES,H-1B,Master's,9,CALIFORNIA,95127
Certified,200,95054,CALIFORNIA,7000,148803,PHILIPPINES,H-1B,Bachelor's,12,CALIFORNIA,95054
Certified,217,95054,CALIFORNIA,2746,92730,PHILIPPINES,L-1,Bachelor's,2,CALIFORNIA,95054
Denied,574,95054,CALIFORNIA,10,115669,PHILIPPINES,H-1B,Bachelor's,4,CALIFORNIA,95054
Certified,134,95054,CA,14000,101500,PHILIPPINES,L-1,Bachelor's,1,CALIFORNIA,95054
Certified,90,95054,CA,14600,69243,PHILIPPINES,L-1,Bachelor's,5,CALIFORNIA,95054
Certified,76,95054,CA,770,138000,PHILIPPINES,H-1B,Bachelor's,6,CALIFORNIA,95054
Certified,80,95054,CA,14600,73195,PHILIPPINES,L-1,Bachelor's,4,CALIFORNIA,95054
Certified,225,95054,CA,3159,100397,PHILIPPINES,F-1,Master's,2,CALIFORNIA,95054
Certified,85,95054,CA,15600,121430,PHILIPPINES,L-1,Bachelor's,6,CALIFORNIA,95054
Certified,84,95054,CA,8200,134000,PHILIPPINES,H-1B,Bachelor's,3,CALIFORNIA,95054
Certified,70,95054,CA,18,88878,PHILIPPINES,H-1B,Bachelor's,6,CALIFORNIA,95054
Certified,175,95052,CALIFORNIA,46544,119496,PHILIPPINES,L-1,Bachelor's,11,CALIFORNIA,95052
Certified,152,95052,CALIFORNIA,46544,95974,PHILIPPINES,H-1B,Bachelor's,11,CALIFORNIA,95052
Certified,120,95052,CA,48151,116000,PHILIPPINES,H-1B,Bachelor's,12,CALIFORNIA,95052
Certified,64,95052,CA,54000,102502,PHILIPPINES,L-1,Bachelor's,6,CALIFORNIA,95052
Certified,69,95052,CA,54000,115752,PHILIPPINES,L-1,Bachelor's,2,CALIFORNIA,95052
Certified,87,95052,CA,54000,115752,PHILIPPINES,L-1,Bachelor's,2,CALIFORNIA,95052
Certified,119,95052,CA,44685,133141,PHILIPPINES,H-1B,Bachelor's,2,CALIFORNIA,95052
Certified,226,95050,CA,50,88733,PHILIPPINES,H-1B,Bachelor's,1,CALIFORNIA,95050
Certified,196,95037,CALIFORNIA,582,128000,PHILIPPINES,H-1B,Bachelor's,2,CALIFORNIA,95037
Certified,170,95035,CALIFORNIA,500,135464.18,PHILIPPINES,H-1B,Master's,11,CALIFORNIA,95035
Certified,210,95035,CALIFORNIA,2153,131666,PHILIPPINES,H-1B,Bachelor's,2,CALIFORNIA,95035
Certified,202,95035,CALIFORNIA,2153,105000,PHILIPPINES,H-1B,Doctorate,12,CALIFORNIA,95035
Certified,562,95035,CALIFORNIA,279,81099,PHILIPPINES,H-1B,Bachelor's,10,CALIFORNIA,95035
Certified,96,95035,CA,6060,77979.2,PHILIPPINES,L-1,Bachelor's,3,CALIFORNIA,95035
Certified,61,95035,CA,4700,93000,PHILIPPINES,H-1B,Bachelor's,4,CALIFORNIA,95035
Certified,203,95035,CA,14,49880,PHILIPPINES,H-1B,Master's,12,CALIFORNIA,95035
Certified,157,95035,CA,590,168210,PHILIPPINES,H-1B,Bachelor's,11,CALIFORNIA,95035
Certified,139,95035,CA,65408,123000,PHILIPPINES,L-1,Bachelor's,12,CALIFORNIA,95035
Denied,1003,95023,CALIFORNIA,623,42848,PHILIPPINES,H-1B,Master's,1,CALIFORNIA,95023
Certified,107,95014,CA,92600,155250,PHILIPPINES,H-1B,Bachelor's,3,CALIFORNIA,95014
Certified,138,95014,CA,123000,110000,PHILIPPINES,H-1B,Master's,12,CALIFORNIA,95014
Certified,101,94954,CA,20,68598,PHILIPPINES,L-1,Bachelor's,4,CALIFORNIA,94954
