CASE_STATUS,DECISION_ELAPSED_DAYS,EMPLOYER_POSTAL_CODE,EMPLOYER_STATE,EMPLOYER_NUM_EMPLOYEES,WAGE_OFFER_FROM_9089,COUNTRY_OF_CITIZENSHIP,CLASS_OF_ADMISSION,FOREIGN_WORKER_INFO_EDUCATION,CASE_RECEIVED_DATE_MONTH,EMPLOYER_STATES,ZIP_CODE
Certified,162,60076,IL,70,82909,PHILIPPINES,F-1,Master's,11,ILLINOIS,60076
Denied,2058,60069,IL,500,106850,PHILIPPINES,H-1B,Bachelor's,12,ILLINOIS,60069
Certified,117,60062,IL,200,52770,PHILIPPINES,Not in USA,Bachelor's,2,ILLINOIS,60062
Certified,293,60053,ILLINOIS,24,36296,PHILIPPINES,B-2,Bachelor's,11,ILLINOIS,60053
Certified,240,60047,IL,2,22755,PHILIPPINES,J-1,Bachelor's,8,ILLINOIS,60047
Certified,210,60045,ILLINOIS,8700,75000,PHILIPPINES,H-1B,Doctorate,2,ILLINOIS,60045
Certified,125,60030,IL,56,44138,PHILIPPINES,H-1B,Bachelor's,12,ILLINOIS,60030
Certified,202,60018,ILLINOIS,26,35277,PHILIPPINES,H-1B,Bachelor's,1,ILLINOIS,60018
Certified,147,60018,IL,2199,87027,PHILIPPINES,H-1B,Bachelor's,12,ILLINOIS,60018
Certified,114,60016,IL,799,180000,PHILIPPINES,H-1B,Other,2,ILLINOIS,60016
Certified,115,60015,IL,2295,84800,PHILIPPINES,L-1,Master's,4,ILLINOIS,60015
Certified,178,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,Associate's,11,ILLINOIS,60007
Certified,220,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,Associate's,12,ILLINOIS,60007
Certified,177,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,Bachelor's,11,ILLINOIS,60007
Certified,177,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,High School,11,ILLINOIS,60007
Certified,220,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,Bachelor's,12,ILLINOIS,60007
Certified,220,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,Associate's,12,ILLINOIS,60007
Certified,177,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,High School,11,ILLINOIS,60007
Certified,220,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,Bachelor's,12,ILLINOIS,60007
Certified,178,60007,ILLINOIS,194,21694,PHILIPPINES,Not in USA,Bachelor's,11,ILLINOIS,60007
Certified,138,59722,MT,87,51334,PHILIPPINES,H-1B,Bachelor's,12,MONTANA,59722
Certified,96,59405,MT,3300,229900,PHILIPPINES,H-1B,Other,3,MONTANA,59405
Denied,661,59201,MT,345,59176,PHILIPPINES,H-1B,Bachelor's,5,MONTANA,59201
Denied,661,59201,MT,345,59176,PHILIPPINES,H-1B,Bachelor's,5,MONTANA,59201
Certified,97,59201,MT,348,62150,PHILIPPINES,H-1B,Bachelor's,2,MONTANA,59201
Certified,469,59047,MONTANA,1,32136,PHILIPPINES,B-1,Bachelor's,6,MONTANA,59047
Denied,64,59043,MT,140,51855,PHILIPPINES,E-1,Bachelor's,11,MONTANA,59043
Certified,195,58784,NORTH DAKOTA,115,47590,PHILIPPINES,H-1B,Bachelor's,2,NORTH DAKOTA,58784
Certified,521,58639,NORTH DAKOTA,289,44762,PHILIPPINES,H-1B,Bachelor's,2,NORTH DAKOTA,58639
Certified,143,58639,ND,280,60611,PHILIPPINES,H-1B,Bachelor's,3,NORTH DAKOTA,58639
Certified,63,58201,ND,4000,225000,PHILIPPINES,H-1B,Other,5,NORTH DAKOTA,58201
Denied,254,58122,ND,2800,45718,PHILIPPINES,H-1B,Bachelor's,12,NORTH DAKOTA,58122
Certified,81,57567,SD,145,48464,PHILIPPINES,H-1B,Bachelor's,4,SOUTH DAKOTA,57567
Certified,242,57442,SOUTH DAKOTA,100,46176,PHILIPPINES,H-1B,Bachelor's,12,SOUTH DAKOTA,57442
Certified,100,57108,SD,11,187200,PHILIPPINES,H-1B,Other,2,SOUTH DAKOTA,57108
Certified,120,57105,SD,6000,325000,PHILIPPINES,H-1B,Other,5,SOUTH DAKOTA,57105
Certified,103,57104,SD,269000,89500,PHILIPPINES,H-1B,Master's,2,SOUTH DAKOTA,57104
Certified,115,55905,MN,61100,195750,PHILIPPINES,H-1B,Other,1,MINNESOTA,55905
Certified,88,55905,MN,61100,291800,PHILIPPINES,H-1B,Other,4,MINNESOTA,55905
Certified,64,55905,MN,59500,256000,PHILIPPINES,H-1B,Other,4,MINNESOTA,55905
Certified,95,55430,MN,137,95000,PHILIPPINES,Not in USA,Bachelor's,4,MINNESOTA,55430
Certified,70,55423,MN,125000,108264,PHILIPPINES,H-1B,Bachelor's,4,MINNESOTA,55423
Certified,444,55317,MINNESOTA,22500,115000,PHILIPPINES,H-1B,Bachelor's,6,MINNESOTA,55317
Certified,125,55128,MN,70,99017,PHILIPPINES,H-1B,Bachelor's,1,MINNESOTA,55128
Certified,205,55122,MINNESOTA,78,79602,PHILIPPINES,H-1B,None,1,MINNESOTA,55122
Certified,192,55122,MINNESOTA,78,67558,PHILIPPINES,H-1B,Bachelor's,3,MINNESOTA,55122
Certified,167,55122,MINNESOTA,65,74380,PHILIPPINES,H-1B,Bachelor's,11,MINNESOTA,55122
Certified,190,55122,MINNESOTA,78,75836,PHILIPPINES,H-1B,Bachelor's,1,MINNESOTA,55122
Certified,205,55122,MINNESOTA,78,74380,PHILIPPINES,L-1,Bachelor's,1,MINNESOTA,55122
Certified,205,55122,MINNESOTA,78,74380,PHILIPPINES,H-1B,Bachelor's,1,MINNESOTA,55122
Certified,88,55122,MN,84,73840,PHILIPPINES,H-1B,Bachelor's,3,MINNESOTA,55122
Denied,311,55113,MN,5500,27893,PHILIPPINES,H-1B,None,9,MINNESOTA,55113
Certified,533,55110,MINNESOTA,593,37719,PHILIPPINES,H-1B,Master's,2,MINNESOTA,55110
Certified,254,55109,MN,238,23629,PHILIPPINES,Not in USA,High School,8,MINNESOTA,55109
Certified,95,55106,MN,962,76870,PHILIPPINES,H-1B,Doctorate,6,MINNESOTA,55106
Certified,207,55102,MINNESOTA,12000,76856,PHILIPPINES,H-1B,Bachelor's,1,MINNESOTA,55102
Certified,198,54812,WI,101,19739,PHILIPPINES,Not in USA,Associate's,10,WISCONSIN,54812
Certified,209,54812,WI,101,19739,PHILIPPINES,Not in USA,High School,10,WISCONSIN,54812
Certified,210,54812,WI,101,19739,PHILIPPINES,Not in USA,High School,10,WISCONSIN,54812
Certified,210,54812,WI,101,19739,PHILIPPINES,Not in USA,High School,10,WISCONSIN,54812
Certified,210,54812,WI,101,19739,PHILIPPINES,Not in USA,Bachelor's,10,WISCONSIN,54812
Certified,213,54812,WI,101,19739,PHILIPPINES,Not in USA,High School,10,WISCONSIN,54812
Certified,116,53818,WI,1000,52000,PHILIPPINES,H-1B,Doctorate,12,WISCONSIN,53818
Certified,557,53593,WISCONSIN,425,61000,PHILIPPINES,H-1B,Other,11,WISCONSIN,53593
Certified,76,53226,WI,5400,200000,PHILIPPINES,H-1B,Other,2,WISCONSIN,53226
Certified,150,53224,WI,576,96595,PHILIPPINES,H-1B,Bachelor's,11,WISCONSIN,53224
Certified,212,53208,WISCONSIN,4,53800,PHILIPPINES,F-1,Bachelor's,12,WISCONSIN,53208
Certified,506,53045,WISCONSIN,21000,97822,PHILIPPINES,H-1B,Bachelor's,2,WISCONSIN,53045
Denied,2198,53045,WI,140,70000,PHILIPPINES,H-1B,Bachelor's,12,WISCONSIN,53045
Certified,194,52591,IOWA,106,50419,PHILIPPINES,H-1B,Bachelor's,3,IOWA,52591
Certified,133,52565,IA,197,56368,PHILIPPINES,H-1B,Bachelor's,12,IOWA,52565
Certified,133,52565,IA,197,56368,PHILIPPINES,H-1B,Bachelor's,12,IOWA,52565
Certified,114,52556,IA,762,94578,PHILIPPINES,H-1B,Master's,1,IOWA,52556
Certified,94,51566,IA,316,250000,PHILIPPINES,H-1B,Other,4,IOWA,51566
Denied,119,51334,IA,215,45677,PHILIPPINES,H-1B,Bachelor's,6,IOWA,51334
Denied,199,51334,IA,215,45074,PHILIPPINES,H-1B,Bachelor's,5,IOWA,51334
Certified,113,51101,IA,12,235000,PHILIPPINES,H-1B,Other,2,IOWA,51101
Certified,553,50441,IOWA,175,56701,PHILIPPINES,H-1B,Bachelor's,12,IOWA,50441
Certified,218,50401,IA,2396,49275.2,PHILIPPINES,H-1B,Bachelor's,9,IOWA,50401
Certified,72,50219,IA,822,43888,PHILIPPINES,H-1B,Bachelor's,2,IOWA,50219
Certified,127,49546,MI,800,58895,PHILIPPINES,H-1B,Doctorate,12,MICHIGAN,49546
Certified,227,49503,MICHIGAN,2795,180003.2,PHILIPPINES,H-1B,Other,12,MICHIGAN,49503
Certified,165,49503,MI,4481,252220.8,PHILIPPINES,H-1B,Other,11,MICHIGAN,49503
Certified,97,49423,MI,300,75816,PHILIPPINES,F-1,Master's,6,MICHIGAN,49423
Certified,148,49013,MI,125,93766,PHILIPPINES,H-1B,Master's,12,MICHIGAN,49013
Certified,73,48674,MI,12489,97272,PHILIPPINES,H-1B,Doctorate,2,MICHIGAN,48674
Certified,140,48334,MI,42,108742,PHILIPPINES,H-1B,Bachelor's,5,MICHIGAN,48334
Certified,146,48326,MI,4743,103750,PHILIPPINES,H-1B,Bachelor's,11,MICHIGAN,48326
Certified,125,48326,MI,4743,100381,PHILIPPINES,H-1B,Bachelor's,12,MICHIGAN,48326
Certified,486,48236,MICHIGAN,25,22069,PHILIPPINES,Not in USA,High School,3,MICHIGAN,48236
Certified,486,48236,MICHIGAN,25,22069,PHILIPPINES,Not in USA,High School,3,MICHIGAN,48236
Certified,490,48236,MICHIGAN,25,22069,PHILIPPINES,Not in USA,High School,3,MICHIGAN,48236
Certified,486,48236,MICHIGAN,25,22069,PHILIPPINES,Not in USA,High School,3,MICHIGAN,48236
Certified,85,48226,MI,12000,112715,PHILIPPINES,H-1B,Bachelor's,4,MICHIGAN,48226
Certified,55,48223,MI,720,107900,PHILIPPINES,L-1,Bachelor's,2,MICHIGAN,48223
Certified,110,48185,MI,5,48318,PHILIPPINES,H-1B,Bachelor's,4,MICHIGAN,48185
Denied,368,48154,MI,10,89461,PHILIPPINES,H-1B,Bachelor's,9,MICHIGAN,48154
Certified,132,48083,MI,72,91645,PHILIPPINES,O-1,Doctorate,12,MICHIGAN,48083
Certified,117,48075,MI,40,53664,PHILIPPINES,H-1B,Bachelor's,1,MICHIGAN,48075
Certified,102,48075,MI,220,86715,PHILIPPINES,H-1B,Bachelor's,2,MICHIGAN,48075
Certified,442,48066,MICHIGAN,20,78166,PHILIPPINES,H-1B,Bachelor's,5,MICHIGAN,48066
Certified,120,48033,MI,113400,104520,PHILIPPINES,L-1,Bachelor's,1,MICHIGAN,48033
Certified,120,48033,MI,113400,104520,PHILIPPINES,L-1,Bachelor's,2,MICHIGAN,48033
Certified,56,48033,MI,136000,90000,PHILIPPINES,L-1,Bachelor's,5,MICHIGAN,48033
Certified,151,48017,MI,17,63856,PHILIPPINES,H-1B,Bachelor's,11,MICHIGAN,48017
Certified,153,48009,MI,156,19323,PHILIPPINES,Not in USA,Bachelor's,12,MICHIGAN,48009
Certified,153,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,154,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,153,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,153,48009,MI,156,19323,PHILIPPINES,Not in USA,Bachelor's,12,MICHIGAN,48009
Certified,113,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,2,MICHIGAN,48009
Certified,113,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,2,MICHIGAN,48009
Certified,113,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,2,MICHIGAN,48009
Certified,238,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,237,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,236,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,236,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,238,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,238,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,242,48009,MI,156,19323,PHILIPPINES,Not in USA,Bachelor's,12,MICHIGAN,48009
Certified,258,48009,MI,156,19323,PHILIPPINES,Not in USA,High School,12,MICHIGAN,48009
Certified,77,47710,IN,706,210000,PHILIPPINES,H-1B,Other,2,INDIANA,47710
Certified,68,47303,IN,347,180000,PHILIPPINES,H-1B,Other,5,INDIANA,47303
Certified,197,47201,INDIANA,872,62899,PHILIPPINES,H-1B,Bachelor's,12,INDIANA,47201
Certified,117,46581,IN,4900,106392,PHILIPPINES,H-1B,Bachelor's,2,INDIANA,46581
Certified,73,46545,IN,208,19032,PHILIPPINES,Not in USA,High School,3,INDIANA,46545
Certified,73,46545,IN,208,19032,PHILIPPINES,Not in USA,High School,3,INDIANA,46545
Certified,73,46545,IN,208,19032,PHILIPPINES,Not in USA,Bachelor's,3,INDIANA,46545
Certified,74,46545,IN,208,19032,PHILIPPINES,Not in USA,Bachelor's,3,INDIANA,46545
Certified,74,46545,IN,208,19032,PHILIPPINES,Not in USA,Bachelor's,3,INDIANA,46545
Certified,77,46545,IN,208,19032,PHILIPPINES,Not in USA,Associate's,3,INDIANA,46545
Certified,77,46545,IN,208,19032,PHILIPPINES,Not in USA,High School,3,INDIANA,46545
Certified,77,46545,IN,208,19032,PHILIPPINES,Not in USA,High School,3,INDIANA,46545
Certified,77,46545,IN,208,19032,PHILIPPINES,Not in USA,High School,3,INDIANA,46545
Certified,77,46545,IN,208,19032,PHILIPPINES,Not in USA,Bachelor's,3,INDIANA,46545
Certified,78,46545,IN,208,19032,PHILIPPINES,Not in USA,High School,3,INDIANA,46545
Certified,78,46545,IN,208,19032,PHILIPPINES,Not in USA,Bachelor's,3,INDIANA,46545
Certified,78,46545,IN,208,19032,PHILIPPINES,Not in USA,High School,3,INDIANA,46545
Certified,101,46360,IN,68,84947,PHILIPPINES,H-1B,Bachelor's,6,INDIANA,46360
Certified,447,46342,INDIANA,1235,49130,PHILIPPINES,H-1B,Bachelor's,5,INDIANA,46342
Certified,253,46342,IN,1301,52457,PHILIPPINES,H-1B,Bachelor's,11,INDIANA,46342
Certified,69,46322,IN,15,187200,PHILIPPINES,H-1B,Other,4,INDIANA,46322
Certified,193,46321,INDIANA,2900,48485,PHILIPPINES,H-1B,Bachelor's,2,INDIANA,46321
Certified,176,46321,INDIANA,3276,49130,PHILIPPINES,H-1B,Bachelor's,11,INDIANA,46321
Certified,78,46321,IN,3001,55827,PHILIPPINES,H-1B,Bachelor's,4,INDIANA,46321
Certified,218,46312,IN,1246,50274,PHILIPPINES,H-1B,Bachelor's,11,INDIANA,46312
Certified,77,46312,IN,1246,53996.8,PHILIPPINES,H-1B,Bachelor's,6,INDIANA,46312
Certified,77,46312,IN,1246,53497.6,PHILIPPINES,H-1B,Bachelor's,6,INDIANA,46312
Denied,960,46278,INDIANA,160,78300,PHILIPPINES,H-1B,Bachelor's,1,INDIANA,46278
Denied,1807,46278,IN,160,78300,PHILIPPINES,H-1B,Bachelor's,1,INDIANA,46278
Certified,85,46250,IN,302,194000,PHILIPPINES,H-1B,Other,5,INDIANA,46250
Certified,654,46219,IN,12000,160000,PHILIPPINES,H-1B,Other,7,INDIANA,46219
Certified,64,45309,OH,7,85301,PHILIPPINES,L-1,Bachelor's,6,OHIO,45309
Certified,202,45206,OHIO,171,77813,PHILIPPINES,H-1B,Bachelor's,12,OHIO,45206
Certified,197,45206,OHIO,171,77813,PHILIPPINES,H-1B,Bachelor's,12,OHIO,45206
Certified,230,45206,OH,711,64792,PHILIPPINES,H-1B,Bachelor's,10,OHIO,45206
Certified,105,45206,OH,550,62130,PHILIPPINES,H-1B,Bachelor's,6,OHIO,45206
Certified,146,45206,OH,220,52312,PHILIPPINES,H-1B,Bachelor's,11,OHIO,45206
Certified,86,45202,OH,3091,112320,PHILIPPINES,H-1B,Bachelor's,6,OHIO,45202
Certified,56,45056,OH,5000,69000,PHILIPPINES,H-1B,Doctorate,6,OHIO,45056
Certified,58,44720,OH,2,22984,PHILIPPINES,B-1,High School,8,OHIO,44720
Certified,78,44307,OH,190,208000,PHILIPPINES,H-1B,Other,7,OHIO,44307
Certified,85,44195,OH,40000,170000,PHILIPPINES,H-1B,Other,7,OHIO,44195
Certified,456,44044,OHIO,64,19032,PHILIPPINES,Not in USA,High School,6,OHIO,44044
Certified,454,44044,OHIO,64,19032,PHILIPPINES,Not in USA,Other,6,OHIO,44044
Certified,460,44044,OHIO,64,19032,PHILIPPINES,Not in USA,Bachelor's,6,OHIO,44044
Denied,371,43604,OH,58000,82909,PHILIPPINES,H-1B,Bachelor's,4,OHIO,43604
Certified,139,43604,OH,58000,74838,PHILIPPINES,H-1B,Bachelor's,1,OHIO,43604
Certified,67,43231,OH,540,77500,PHILIPPINES,H-1B,Bachelor's,4,OHIO,43231
Certified,218,43230,OHIO,61,75000,PHILIPPINES,H-1B,Bachelor's,1,OHIO,43230
Certified,71,43230,OH,59,90584,PHILIPPINES,H-1B,Bachelor's,2,OHIO,43230
Certified,48,43035,OH,20,91000,PHILIPPINES,F-1,Bachelor's,3,OHIO,43035
Certified,194,43031,OHIO,425,139339,PHILIPPINES,H-1B,None,12,OHIO,43031
Certified,116,42347,KY,420,180000,PHILIPPINES,H-1B,Other,12,KENTUCKY,42347
Certified,100,41101,KY,115,194000,PHILIPPINES,H-1B,Other,4,KENTUCKY,41101
Certified,192,40505,KENTUCKY,4500,48360,PHILIPPINES,H-1B,Bachelor's,2,KENTUCKY,40505
Certified,79,40505,KY,5000,48110,PHILIPPINES,H-1B,Bachelor's,4,KENTUCKY,40505
Certified,136,40505,KY,5000,51522,PHILIPPINES,H-1B,Bachelor's,12,KENTUCKY,40505
Certified,148,40505,KY,5000,51522,PHILIPPINES,H-1B,Bachelor's,12,KENTUCKY,40505
Certified,128,40505,KY,5000,47486,PHILIPPINES,H-1B,Bachelor's,12,KENTUCKY,40505
Certified,72,40505,KY,5000,47486,PHILIPPINES,H-1B,Bachelor's,5,KENTUCKY,40505
Denied,226,40505,KY,5000,47486,PHILIPPINES,H-1B,Bachelor's,12,KENTUCKY,40505
Certified,73,40505,KY,5000,47486,PHILIPPINES,H-1B,Bachelor's,6,KENTUCKY,40505
Certified,65,40505,KY,5000,47486,PHILIPPINES,H-1B,Bachelor's,6,KENTUCKY,40505
Certified,90,40505,KY,5000,47486,PHILIPPINES,H-1B,Bachelor's,6,KENTUCKY,40505
Certified,90,40505,KY,5000,51522,PHILIPPINES,H-1B,Bachelor's,6,KENTUCKY,40505
Certified,168,40503,KENTUCKY,19,53872,PHILIPPINES,H-1B,Bachelor's,10,KENTUCKY,40503
Denied,172,40220,KENTUCKY,387,18907,PHILIPPINES,Not in USA,Associate's,9,KENTUCKY,40220
Denied,333,40220,KENTUCKY,387,18907,PHILIPPINES,Not in USA,Associate's,9,KENTUCKY,40220
Denied,171,40220,KENTUCKY,387,18907,PHILIPPINES,Not in USA,High School,9,KENTUCKY,40220
Certified,158,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,158,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,158,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,158,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,149,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,149,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,149,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,146,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,149,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,149,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,162,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,147,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,147,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,202,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,202,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,202,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,190,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,190,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,210,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,210,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,198,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,210,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,216,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,222,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,207,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,213,40220,KY,387,19198,PHILIPPINES,Not in USA,Bachelor's,11,KENTUCKY,40220
Certified,213,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Certified,217,40220,KY,387,19198,PHILIPPINES,Not in USA,High School,11,KENTUCKY,40220
Denied,86,40220,KY,30,17389,PHILIPPINES,Not in USA,None,5,KENTUCKY,40220
Certified,99,40220,KY,30,17389,PHILIPPINES,Not in USA,None,5,KENTUCKY,40220
Certified,119,39845,GA,291,49920,PHILIPPINES,H-1B,Bachelor's,5,GEORGIA,39845
Certified,539,39819,GEORGIA,526,39312,PHILIPPINES,H-1B,Bachelor's,12,GEORGIA,39819
Certified,107,39180,MS,6,250661,PHILIPPINES,H-1B,Other,2,MISSISSIPPI,39180
Certified,379,38922,MS,120,43500,PHILIPPINES,H-1B,Master's,3,MISSISSIPPI,38922
Denied,68,38771,MS,425,127816,PHILIPPINES,H-1B,Bachelor's,2,MISSISSIPPI,38771
Certified,171,38703,MISSISSIPPI,35,200000,PHILIPPINES,H-1B,Other,11,MISSISSIPPI,38703
Certified,93,38305,TN,94,96387,PHILIPPINES,H-1B,Doctorate,4,TENNESSEE,38305
Certified,60,38125,TN,124,88525,PHILIPPINES,L-1,Bachelor's,6,TENNESSEE,38125
Certified,62,38125,TN,124,88525,PHILIPPINES,L-1,Bachelor's,6,TENNESSEE,38125
Denied,553,37932,TENNESSEE,900,86882,PHILIPPINES,L-1,Bachelor's,10,TENNESSEE,37932
Certified,145,37932,TN,166,107390,PHILIPPINES,L-1,Bachelor's,11,TENNESSEE,37932
Certified,147,37402,TN,5000,80371,PHILIPPINES,H-1B,Bachelor's,1,TENNESSEE,37402
Denied,555,37317,TENNESSEE,144,44096,PHILIPPINES,H-1B,Bachelor's,10,TENNESSEE,37317
Denied,443,37312,TENNESSEE,130,73320,PHILIPPINES,H-1B,Bachelor's,7,TENNESSEE,37312
Certified,193,37228,TENNESSEE,189,140000,PHILIPPINES,H-1B,Other,3,TENNESSEE,37228
Certified,146,37027,TN,3500,204300,PHILIPPINES,H-1B,Other,11,TENNESSEE,37027
Certified,78,36732,AL,368,41954,PHILIPPINES,H-1B,Bachelor's,4,ALABAMA,36732
Denied,292,36615,AL,1327,61090,PHILIPPINES,H-1B,Bachelor's,11,ALABAMA,36615
Certified,83,36615,AL,784,54993.3,PHILIPPINES,H-1B,Bachelor's,6,ALABAMA,36615
Certified,84,36615,AL,784,48439,PHILIPPINES,H-1B,Other,6,ALABAMA,36615
Certified,287,36615,AL,784,55017.6,PHILIPPINES,H-1B,Bachelor's,8,ALABAMA,36615
Certified,145,36106,AL,1714,450000,PHILIPPINES,H-1B,Other,12,ALABAMA,36106
Certified,70,35611,AL,829,200000,PHILIPPINES,H-1B,Other,6,ALABAMA,35611
Certified,110,35294,AL,18000,145000,PHILIPPINES,H-1B,Other,2,ALABAMA,35294
Denied,514,35216,AL,285,17555,PHILIPPINES,Not in USA,Bachelor's,9,ALABAMA,35216
Denied,514,35216,AL,285,17555,PHILIPPINES,Not in USA,Bachelor's,9,ALABAMA,35216
Denied,514,35216,AL,285,17555,PHILIPPINES,Not in USA,Associate's,9,ALABAMA,35216
Denied,527,35216,AL,285,17555,PHILIPPINES,Not in USA,Bachelor's,9,ALABAMA,35216
Certified,178,35216,AL,285,17618,PHILIPPINES,Not in USA,Bachelor's,11,ALABAMA,35216
Certified,178,35216,AL,285,17618,PHILIPPINES,Not in USA,Bachelor's,11,ALABAMA,35216
Certified,178,35216,AL,285,17618,PHILIPPINES,Not in USA,None,11,ALABAMA,35216
Certified,178,35216,AL,285,17618,PHILIPPINES,Not in USA,Bachelor's,11,ALABAMA,35216
Certified,178,35216,AL,285,17618,PHILIPPINES,Not in USA,Bachelor's,11,ALABAMA,35216
Certified,179,35216,AL,285,17618,PHILIPPINES,Not in USA,Bachelor's,11,ALABAMA,35216
Certified,179,35216,AL,285,17618,PHILIPPINES,Not in USA,Bachelor's,11,ALABAMA,35216
Certified,179,35216,AL,285,17618,PHILIPPINES,Not in USA,Associate's,11,ALABAMA,35216
Certified,179,35216,AL,285,17618,PHILIPPINES,Not in USA,High School,11,ALABAMA,35216
Certified,179,35216,AL,285,17618,PHILIPPINES,Not in USA,Associate's,11,ALABAMA,35216
Denied,368,35203,AL,2675,41770,PHILIPPINES,H-1B,Bachelor's,11,ALABAMA,35203
Denied,479,35203,AL,2675,41770,PHILIPPINES,H-1B,Bachelor's,11,ALABAMA,35203
Certified,102,34746,FL,12,46488,PHILIPPINES,F-1,Master's,6,FLORIDA,34746
Certified,105,34655,FL,33,76835,PHILIPPINES,H-1B,Bachelor's,3,FLORIDA,34655
Denied,1110,34653,FL,170,67828.8,PHILIPPINES,H-1B,Bachelor's,2,FLORIDA,34653
Certified,155,34266,FL,325,49878,PHILIPPINES,H-1B,Bachelor's,4,FLORIDA,34266
Certified,160,34236,FL,127,61500,PHILIPPINES,H-1B,Bachelor's,11,FLORIDA,34236
Certified,71,33952,FL,8,87838,PHILIPPINES,H-1B,Bachelor's,5,FLORIDA,33952
Certified,143,33952,FL,6,89523,PHILIPPINES,H-1B,Master's,5,FLORIDA,33952
Certified,114,33873,FL,51,70512,PHILIPPINES,H-1B,Bachelor's,2,FLORIDA,33873
Denied,384,33853,FL,450,46350,PHILIPPINES,H-1B,Bachelor's,10,FLORIDA,33853
Certified,232,33853,FL,450,48593,PHILIPPINES,H-1B,Bachelor's,12,FLORIDA,33853
Certified,129,33762,FL,39,65000,PHILIPPINES,H-1B,Bachelor's,12,FLORIDA,33762
Denied,1742,33716,FL,8,68868,PHILIPPINES,H-1B,Bachelor's,1,FLORIDA,33716
Denied,1934,33701,FL,2500,47819,PHILIPPINES,H-1B,Bachelor's,6,FLORIDA,33701
Denied,1232,33619,FL,483,25522,PHILIPPINES,C-1,None,11,FLORIDA,33619
