ROOMS,YR_RMDL,CENSUS_TRACT,SQUARE,ZIPCODE,BEDRM,BATHRM,KITCHENS,PRICE
6,2013.0,8302.0,894,20002.0,2,2,1.0,865000.0
6,1959.0,6600.0,870,20003.0,3,2,1.0,758750.0
9,2009.0,7000.0,876,20003.0,4,4,2.0,1525000.0
7,2004.0,8402.0,915,20002.0,4,3,2.0,958000.0
12,2002.0,8100.0,915,20002.0,5,5,4.0,1550000.0
5,2009.0,8302.0,890,20002.0,2,1,1.0,779000.0
6,2009.0,8302.0,890,20002.0,3,2,1.0,910000.0
9,1978.0,8302.0,890,20002.0,4,2,2.0,851555.0
7,2015.0,8301.0,837,20002.0,2,1,1.0,679000.0
4,1983.0,7000.0,949,20003.0,2,1,1.0,817000.0
7,2012.0,7000.0,949,20003.0,4,2,1.0,1040000.0
5,2010.0,7000.0,950,20003.0,2,1,1.0,840000.0
6,2016.0,8410.0,931,20002.0,3,2,1.0,830000.0
6,2016.0,8410.0,909,20002.0,3,2,1.0,699000.0
10,2017.0,8002.0,1010,20002.0,4,3,1.0,1525000.0
6,2008.0,6700.0,1015,20003.0,4,2,2.0,890000.0
6,1973.0,6700.0,1015,20003.0,3,3,1.0,1130000.0
7,2016.0,6700.0,989,20003.0,4,2,1.0,1610000.0
9,2010.0,6700.0,989,20003.0,4,3,1.0,1500000.0
10,2015.0,6700.0,989,20003.0,5,4,2.0,2075000.0
7,2004.0,6600.0,900,20003.0,2,1,1.0,881229.0
7,2005.0,6600.0,900,20003.0,3,2,1.0,1200000.0
6,2002.0,6600.0,900,20003.0,3,2,1.0,1350000.0
8,2006.0,6700.0,921,20003.0,4,2,1.0,1360000.0
6,2002.0,6700.0,922,20003.0,2,1,1.0,630000.0
9,2010.0,8100.0,965,20002.0,4,3,1.0,1350000.0
4,2004.0,8402.0,983,20002.0,2,1,1.0,485000.0
4,2005.0,8200.0,897,20002.0,2,1,1.0,699000.0
8,2005.0,8100.0,941,20003.0,3,3,2.0,1437500.0
7,2006.0,8100.0,917,20002.0,3,2,1.0,1015600.0
8,2016.0,8100.0,937,20002.0,4,3,2.0,1195000.0
8,1992.0,8100.0,938,20002.0,4,4,2.0,970000.0
7,2013.0,7100.0,995,20003.0,2,1,1.0,835000.0
6,1970.0,7000.0,903,20003.0,3,2,2.0,802500.0
6,2006.0,6700.0,1015,20003.0,3,1,1.0,1055000.0
5,2000.0,8001.0,1008,20002.0,2,1,1.0,641550.0
6,1995.0,8001.0,1008,20002.0,3,1,1.0,645000.0
6,2017.0,8100.0,987,20002.0,4,3,1.0,1375000.0
6,2011.0,8100.0,964,20002.0,4,2,1.0,950000.0
4,1974.0,8100.0,917,20002.0,1,1,1.0,590000.0
10,2007.0,8100.0,917,20002.0,4,6,2.0,1175000.0
10,2017.0,6900.0,992,20003.0,4,3,1.0,1250000.0
10,2007.0,8100.0,939,20002.0,5,3,2.0,1330000.0
8,2011.0,10600.0,886,20002.0,3,3,2.0,840000.0
4,1998.0,7000.0,904,20003.0,2,2,1.0,780000.0
6,2004.0,8001.0,1008,20002.0,3,2,1.0,885000.0
5,2008.0,6900.0,992,20003.0,3,3,1.0,1137500.0
5,2010.0,7000.0,950,20003.0,2,1,1.0,735000.0
7,2015.0,8410.0,956,20002.0,4,3,2.0,1065000.0
8,2012.0,10600.0,908,20002.0,4,2,2.0,757500.0
8,2010.0,6700.0,923,20003.0,5,2,2.0,1190000.0
6,2001.0,8100.0,984,20002.0,3,2,2.0,873750.0
8,2008.0,8100.0,984,20002.0,4,3,2.0,1020000.0
6,1970.0,8100.0,985,20002.0,3,1,1.0,360180.0
4,2013.0,6700.0,924,20003.0,2,2,1.0,785000.0
6,2001.0,6700.0,943,20003.0,3,2,2.0,950000.0
6,2007.0,8100.0,964,20002.0,2,2,1.0,869000.0
10,2017.0,8100.0,919,20003.0,4,3,2.0,2335000.0
10,2016.0,8100.0,939,20002.0,4,3,2.0,1340000.0
8,2011.0,6700.0,943,20003.0,2,2,1.0,2000000.0
6,2006.0,10600.0,886,20002.0,3,2,1.0,807000.0
7,2003.0,6700.0,969,20003.0,3,2,2.0,1065000.0
5,2017.0,8410.0,1002,20002.0,3,3,1.0,865000.0
6,2011.0,6900.0,992,20003.0,3,1,1.0,870000.0
6,2014.0,6900.0,992,20003.0,2,1,1.0,651000.0
7,2004.0,10600.0,887,20002.0,4,3,2.0,895000.0
6,2011.0,10600.0,908,20002.0,3,3,1.0,880000.0
8,2000.0,8001.0,1009,20002.0,4,2,2.0,950000.0
8,2016.0,8001.0,1009,20002.0,3,2,1.0,995000.0
8,2004.0,6700.0,924,20003.0,3,2,1.0,1052500.0
9,2011.0,8100.0,988,20002.0,4,2,2.0,1200000.0
6,2001.0,8100.0,986,20002.0,3,1,1.0,903500.0
6,1987.0,6600.0,899,20003.0,3,3,1.0,1380000.0
6,2003.0,6700.0,943,20003.0,3,2,1.0,1040000.0
8,2006.0,8100.0,965,20002.0,4,3,1.0,1560000.0
10,2017.0,6700.0,944,20003.0,4,4,1.0,1610000.0
6,2010.0,8410.0,1003,20002.0,2,2,1.0,643500.0
6,1989.0,8100.0,965,20002.0,2,3,1.0,930069.0
6,2002.0,7100.0,994,20003.0,4,1,1.0,818000.0
10,1992.0,8100.0,941,20003.0,4,3,2.0,1605000.0
8,1960.0,8410.0,957,20002.0,3,2,1.0,650000.0
6,1995.0,6900.0,1017,20003.0,3,2,1.0,910000.0
6,1990.0,8002.0,1034,20002.0,3,2,1.0,877500.0
6,2011.0,6900.0,1042,20003.0,3,2,1.0,1057500.0
10,2014.0,6900.0,1042,20003.0,2,2,1.0,824000.0
6,2002.0,7100.0,1023,20003.0,2,2,1.0,629900.0
5,2015.0,8410.0,1026,20002.0,2,2,1.0,610000.0
8,2011.0,8002.0,1012,20002.0,4,3,2.0,1390000.0
8,2008.0,8002.0,1012,20002.0,2,2,1.0,725000.0
6,2000.0,8002.0,1012,20002.0,3,2,1.0,815000.0
10,2017.0,6700.0,1037,20003.0,5,3,2.0,1515000.0
7,2016.0,6900.0,1042,20003.0,3,1,1.0,710000.0
6,2017.0,6900.0,1043,20003.0,3,2,1.0,889000.0
6,2017.0,8002.0,1033,20002.0,3,3,1.0,1280000.0
6,2016.0,8002.0,1033,20002.0,3,3,1.0,965000.0
6,2012.0,6900.0,1039,20003.0,3,2,1.0,916755.0
12,1990.0,6700.0,990,20003.0,4,4,4.0,1300000.0
5,1980.0,8001.0,1051,20002.0,2,1,1.0,681075.0
6,2003.0,8001.0,1051,20002.0,3,2,1.0,799000.0
8,2016.0,8001.0,1028,20002.0,5,4,2.0,1490000.0
6,2012.0,8001.0,1051,20002.0,3,1,1.0,700000.0
6,2016.0,8410.0,1026,20002.0,3,3,2.0,845000.0
8,2017.0,8410.0,1003,20002.0,3,2,1.0,850000.0
6,2002.0,8410.0,1003,20002.0,3,1,1.0,778100.0
8,2017.0,8402.0,1004,20002.0,4,2,1.0,700000.0
5,2001.0,8402.0,1027,20002.0,3,2,2.0,825000.0
6,2013.0,8402.0,1027,20002.0,3,2,2.0,780000.0
7,2008.0,8001.0,1051,20002.0,4,3,2.0,965000.0
8,1991.0,8002.0,1010,20002.0,2,2,2.0,560000.0
10,2017.0,8002.0,1010,20002.0,4,3,1.0,1725000.0
12,1983.0,8002.0,1010,20002.0,4,4,3.0,990000.0
8,2017.0,6700.0,1013,20003.0,4,3,2.0,1420000.0
6,2008.0,6700.0,1013,20003.0,4,3,2.0,1140000.0
6,2013.0,8002.0,1033,20002.0,2,2,1.0,670000.0
6,2007.0,6900.0,1040,20003.0,2,1,1.0,884000.0
5,2008.0,6900.0,1041,20003.0,3,1,1.0,830000.0
6,2005.0,6900.0,1017,20003.0,3,2,1.0,910000.0
10,2014.0,8001.0,1031,20002.0,4,3,1.0,965000.0
8,2003.0,6700.0,990,20003.0,3,3,2.0,949500.0
7,2003.0,6900.0,991,20003.0,3,3,2.0,990000.0
10,2017.0,6900.0,991,20003.0,4,3,1.0,1400100.0
10,2013.0,6900.0,992,20003.0,4,3,2.0,1540000.0
6,2001.0,8001.0,1051,20002.0,3,1,1.0,700000.0
6,2016.0,8001.0,1051,20002.0,2,1,1.0,740000.0
5,2004.0,8001.0,1051,20002.0,2,2,1.0,736000.0
5,2006.0,8410.0,1003,20002.0,2,1,1.0,590000.0
10,2017.0,8410.0,980,20002.0,3,3,1.0,1100000.0
10,2017.0,8410.0,980,20002.0,4,3,1.0,942000.0
7,2013.0,8410.0,980,20002.0,4,3,1.0,930000.0
9,2014.0,8402.0,1005,20002.0,4,3,2.0,1039900.0
9,2007.0,8001.0,1053,20002.0,4,2,2.0,877500.0
8,2017.0,8002.0,1010,20002.0,3,2,1.0,850000.0
5,2004.0,8002.0,1010,20002.0,2,2,1.0,665000.0
9,2014.0,8002.0,1011,20002.0,3,3,1.0,1425000.0
6,2009.0,8402.0,1005,20002.0,3,3,2.0,970000.0
5,2017.0,8402.0,1005,20002.0,3,2,2.0,666210.0
7,2012.0,8002.0,1033,20002.0,3,3,2.0,1400000.0
8,2003.0,8002.0,1033,20002.0,3,3,3.0,776403.0
4,2010.0,8002.0,1033,20002.0,2,2,1.0,636000.0
5,2001.0,8002.0,1033,20002.0,2,1,1.0,620000.0
5,2007.0,6700.0,990,20003.0,2,2,1.0,924000.0
4,2002.0,6700.0,990,20003.0,2,1,1.0,575000.0
4,2011.0,6700.0,990,20003.0,2,1,1.0,605000.0
7,2003.0,8100.0,962,20002.0,4,2,1.0,830000.0
6,2006.0,8100.0,962,20002.0,3,2,1.0,835000.0
7,2011.0,6900.0,1041,20003.0,3,3,1.0,815000.0
6,2011.0,6900.0,1041,20003.0,3,1,1.0,599000.0
7,2004.0,8001.0,1032,20002.0,2,2,1.0,889900.0
6,2013.0,8001.0,1032,20002.0,3,1,1.0,575000.0
6,2010.0,8001.0,1032,20002.0,2,1,1.0,638000.0
8,2011.0,6700.0,990,20003.0,3,2,1.0,1100000.0
5,2003.0,8001.0,1051,20002.0,2,3,1.0,755000.0
5,2016.0,8001.0,1051,20002.0,2,1,1.0,625000.0
5,2005.0,8001.0,1051,20002.0,2,2,1.0,610000.0
6,2017.0,6700.0,1038,20003.0,4,3,1.0,1385000.0
12,2017.0,6700.0,1038,20003.0,6,4,4.0,1399999.0
6,2011.0,8402.0,1004,20002.0,3,2,1.0,850000.0
6,2013.0,8410.0,980,20002.0,3,1,1.0,733000.0
6,2017.0,8410.0,980,20002.0,3,3,1.0,835000.0
5,2011.0,8001.0,1006,20002.0,2,1,1.0,655000.0
7,2005.0,8001.0,1028,20002.0,4,2,1.0,792000.0
8,2006.0,8001.0,1028,20002.0,4,2,2.0,800000.0
6,2017.0,8001.0,1054,20002.0,3,2,1.0,730000.0
6,2017.0,8001.0,1054,20002.0,3,2,1.0,778000.0
6,2003.0,6700.0,1014,20003.0,4,2,1.0,1173000.0
5,1974.0,7100.0,1019,20003.0,2,1,1.0,550000.0
4,2011.0,7100.0,1022,20003.0,1,1,1.0,501000.0
6,2008.0,7100.0,1022,20003.0,2,1,1.0,596000.0
4,2002.0,8001.0,1032,20002.0,2,1,1.0,569000.0
4,2004.0,8001.0,1032,20002.0,2,1,1.0,569000.0
8,2005.0,8002.0,1011,20002.0,5,3,2.0,1350000.0
6,2002.0,6700.0,990,20003.0,3,2,1.0,865000.0
4,2015.0,6700.0,990,20003.0,4,2,1.0,1520000.0
10,2016.0,6700.0,990,20003.0,4,3,1.0,1235000.0
6,2017.0,8001.0,1031,20002.0,3,3,1.0,867000.0
6,2016.0,8001.0,1052,20002.0,3,2,2.0,818100.0
9,2013.0,8001.0,1052,20002.0,4,3,2.0,833500.0
8,2011.0,8001.0,1052,20002.0,3,1,1.0,675000.0
4,2008.0,8001.0,1032,20002.0,2,1,1.0,599500.0
8,2012.0,6700.0,1037,20003.0,5,3,2.0,1015000.0
6,2005.0,8001.0,1052,20002.0,2,3,1.0,719500.0
6,2007.0,8402.0,1004,20002.0,2,1,1.0,715000.0
7,2004.0,7100.0,1047,20003.0,4,2,2.0,825000.0
6,2003.0,8001.0,1028,20002.0,3,2,1.0,815000.0
6,2015.0,8002.0,1033,20002.0,3,2,1.0,772000.0
9,2017.0,8002.0,1034,20002.0,6,3,2.0,1350000.0
6,1976.0,8002.0,1034,20002.0,3,1,1.0,603200.0
8,2017.0,8002.0,1034,20002.0,2,3,1.0,840000.0
7,2016.0,8001.0,1054,20002.0,4,3,1.0,825000.0
6,1980.0,8001.0,1054,20002.0,2,1,1.0,654000.0
6,2004.0,6900.0,1062,20003.0,3,1,1.0,749900.0
6,2011.0,6900.0,1062,20003.0,2,1,1.0,725000.0
6,2015.0,6900.0,1062,20003.0,3,2,1.0,830000.0
6,1994.0,6900.0,1062,20003.0,3,2,1.0,850000.0
7,2007.0,7100.0,1046,20003.0,3,3,1.0,930000.0
6,2007.0,8002.0,1056,20002.0,2,2,1.0,829000.0
7,1992.0,8002.0,1056,20002.0,3,1,1.0,630000.0
6,2010.0,8002.0,1056,20002.0,3,2,1.0,752000.0
5,2005.0,6801.0,1087,20003.0,2,1,1.0,550000.0
6,2012.0,6700.0,1059,20003.0,3,2,1.0,760000.0
6,2009.0,6700.0,1015,20003.0,2,1,1.0,716000.0
6,2014.0,8002.0,1083,20002.0,2,1,1.0,625000.0
6,2003.0,8002.0,1083,20002.0,2,2,1.0,657500.0
10,2012.0,8002.0,1083,20002.0,3,3,1.0,757000.0
14,2016.0,6802.0,1092,20003.0,8,3,2.0,1200000.0
6,2004.0,6802.0,1074,20003.0,3,2,1.0,749000.0
8,2009.0,8002.0,1034,20002.0,4,2,1.0,1150000.0
10,2001.0,6700.0,1036,20003.0,3,3,1.0,1250000.0
8,2009.0,6802.0,1092,20003.0,3,3,1.0,949000.0
6,2016.0,6802.0,1077,20003.0,4,3,1.0,1090000.0
6,1990.0,6802.0,1077,20003.0,3,1,1.0,605000.0
6,2010.0,8002.0,1034,20002.0,3,1,1.0,965000.0
6,2016.0,7100.0,1046,20003.0,3,3,1.0,1075000.0
5,2013.0,6801.0,1072,20003.0,2,1,1.0,582500.0
6,2012.0,6802.0,1091,20003.0,3,1,1.0,657099.0
8,2016.0,6900.0,1043,20003.0,4,3,1.0,1350000.0
8,2016.0,8001.0,1053,20002.0,4,2,1.0,785600.0
6,2011.0,6700.0,1015,20003.0,2,1,1.0,730000.0
4,2005.0,6700.0,1015,20003.0,2,1,1.0,580000.0
8,2003.0,6700.0,1015,20003.0,3,2,2.0,1035000.0
8,2011.0,8002.0,1083,20002.0,4,2,2.0,835000.0
7,2014.0,8002.0,1056,20002.0,3,2,1.0,776500.0
6,1980.0,8001.0,1029,20002.0,3,1,1.0,710000.0
6,2009.0,8001.0,1029,20002.0,3,2,1.0,710000.0
6,2013.0,8002.0,1093,20002.0,3,2,1.0,730000.0
8,2005.0,8002.0,1093,20002.0,4,3,1.0,673000.0
6,2017.0,8002.0,1056,20002.0,3,3,1.0,917500.0
10,2017.0,8002.0,1035,20003.0,4,3,1.0,1530000.0
12,2017.0,8002.0,1035,20003.0,4,3,2.0,1375000.0
9,2013.0,6700.0,1036,20003.0,4,3,2.0,1112500.0
6,2002.0,6700.0,1037,20003.0,2,2,1.0,699000.0
7,2012.0,8002.0,1093,20002.0,3,1,1.0,625000.0
8,2016.0,6802.0,1077,20003.0,3,1,1.0,759000.0
6,2002.0,6802.0,1077,20003.0,2,2,2.0,720000.0
8,2004.0,6802.0,1077,20003.0,2,1,1.0,672000.0
7,2014.0,6802.0,1077,20003.0,3,3,2.0,818000.0
6,2009.0,6900.0,1043,20003.0,3,2,1.0,780000.0
8,2013.0,6900.0,1043,20003.0,3,3,2.0,942500.0
9,1974.0,7100.0,1047,20003.0,3,2,1.0,765000.0
6,2013.0,6900.0,1060,20003.0,2,1,1.0,735000.0
6,2017.0,6900.0,1060,20003.0,3,3,1.0,1035000.0
6,2016.0,6802.0,1092,20003.0,3,3,1.0,880000.0
6,2012.0,8001.0,1053,20002.0,2,2,1.0,629000.0
5,2017.0,8001.0,1053,20002.0,2,2,1.0,675000.0
6,2009.0,6700.0,1015,20003.0,2,1,1.0,600000.0
6,2017.0,8002.0,1084,20003.0,3,3,1.0,990000.0
7,2015.0,6801.0,1085,20003.0,3,2,1.0,775000.0
6,2017.0,8002.0,1070,20003.0,3,3,2.0,1175000.0
7,2003.0,8002.0,1070,20003.0,4,3,2.0,925000.0
6,2004.0,8002.0,1056,20002.0,3,2,1.0,720000.0
8,2004.0,8002.0,1056,20002.0,4,3,2.0,750000.0
6,2005.0,8001.0,1029,20002.0,3,1,1.0,730000.0
6,2016.0,8001.0,1029,20002.0,3,2,1.0,745000.0
7,2003.0,8002.0,1035,20003.0,5,3,2.0,1155000.0
9,2017.0,8001.0,1030,20002.0,4,3,1.0,950000.0
6,2008.0,6801.0,1085,20003.0,3,3,1.0,701000.0
9,2004.0,6700.0,1058,20003.0,3,2,1.0,855217.0
6,2010.0,6700.0,1058,20003.0,3,2,2.0,880000.0
7,2013.0,8002.0,1035,20002.0,3,1,1.0,789450.0
8,2009.0,6900.0,1044,20003.0,2,2,1.0,332425.0
7,2016.0,6900.0,1044,20003.0,3,2,1.0,725000.0
6,2011.0,6900.0,1044,20003.0,3,2,1.0,765000.0
6,2015.0,6802.0,1073,20003.0,4,3,1.0,955000.0
8,2012.0,6802.0,1073,20003.0,4,3,2.0,925000.0
6,2014.0,6802.0,1074,20003.0,2,1,1.0,670000.0
6,2005.0,6802.0,1074,20003.0,2,2,1.0,670000.0
6,2017.0,6801.0,1110,20003.0,3,3,1.0,985000.0
6,2008.0,6802.0,1091,20003.0,3,1,1.0,590000.0
7,2017.0,7100.0,1066,20003.0,3,1,1.0,649000.0
6,2004.0,8002.0,1068,20002.0,3,2,1.0,713000.0
6,2016.0,6900.0,1060,20003.0,3,2,1.0,861000.0
6,2009.0,6801.0,1110,20003.0,3,2,1.0,770750.0
6,2013.0,8002.0,1070,20002.0,3,3,1.0,842000.0
7,2011.0,6801.0,1071,20003.0,3,2,2.0,842750.0
7,2009.0,6801.0,1071,20003.0,3,2,1.0,920000.0
7,2017.0,8100.0,962,20002.0,4,3,2.0,1475000.0
6,2007.0,8001.0,1029,20002.0,3,1,1.0,680000.0
4,2005.0,8002.0,1068,20002.0,2,1,1.0,474500.0
4,2011.0,8002.0,1068,20002.0,2,1,1.0,500000.0
9,2016.0,6801.0,1085,20003.0,4,3,1.0,947500.0
7,2016.0,6801.0,1085,20003.0,4,3,1.0,949000.0
5,2015.0,6801.0,1085,20003.0,2,2,1.0,615000.0
6,2007.0,6801.0,1085,20003.0,3,2,1.0,739000.0
6,2007.0,6801.0,1071,20003.0,3,3,1.0,819000.0
6,2011.0,8001.0,1029,20002.0,3,2,1.0,745000.0
8,2013.0,8002.0,1056,20002.0,4,3,1.0,1150000.0
6,2016.0,6801.0,1097,20003.0,3,3,1.0,877000.0
8,2016.0,8002.0,1082,20002.0,3,3,2.0,735000.0
6,2016.0,7100.0,1046,20003.0,3,3,1.0,965000.0
6,2016.0,6802.0,1091,20003.0,3,3,1.0,968000.0
6,2009.0,6802.0,1074,20003.0,2,2,1.0,628000.0
6,2000.0,6802.0,1074,20003.0,3,1,1.0,770000.0
4,2010.0,6801.0,1111,20003.0,2,1,1.0,570000.0
6,1960.0,6801.0,1111,20003.0,2,1,1.0,660000.0
6,2010.0,6802.0,1113,20003.0,3,3,1.0,800000.0
6,2001.0,100.0,1238,20007.0,3,1,1.0,1280000.0
7,2009.0,100.0,1239,20007.0,3,2,1.0,1575000.0
6,1987.0,100.0,1189,20007.0,2,1,1.0,775000.0
5,2012.0,100.0,1190,20007.0,2,0,1.0,1029000.0
7,2014.0,6802.0,1100,20003.0,3,2,1.0,730000.0
14,2011.0,100.0,1256,20007.0,4,3,1.0,3450000.0
9,1960.0,100.0,1257,20007.0,5,3,1.0,1487670.0
6,1968.0,202.0,1272,20007.0,2,2,1.0,1099000.0
6,2005.0,100.0,1192,20007.0,3,3,1.0,1222000.0
8,2012.0,202.0,1230,20007.0,3,3,1.0,2630000.0
8,2006.0,6802.0,1102,20003.0,3,3,1.0,899000.0
6,2012.0,8002.0,1055,20002.0,3,1,1.0,525500.0
7,2001.0,202.0,1253,20007.0,3,2,1.0,2000000.0
7,2011.0,202.0,1254,20007.0,2,2,1.0,1340000.0
7,1960.0,202.0,1272,20007.0,4,3,2.0,1240000.0
6,2012.0,202.0,1272,20007.0,3,1,1.0,1375000.0
7,1979.0,100.0,1209,20007.0,2,2,1.0,1100000.0
10,2015.0,6802.0,1075,20003.0,4,3,1.0,1070000.0
5,2010.0,6802.0,1075,20003.0,2,2,1.0,820000.0
6,2009.0,8002.0,1055,20002.0,2,1,1.0,620000.0
5,1990.0,100.0,1269,20007.0,4,3,1.0,2210000.0
13,2009.0,100.0,1269,20007.0,6,6,2.0,6750000.0
4,2007.0,6801.0,1087,20003.0,3,2,1.0,789950.0
4,2009.0,6801.0,1087,20003.0,2,1,1.0,530000.0
5,2016.0,100.0,1198,20007.0,3,2,1.0,1658000.0
7,2014.0,202.0,1246,20007.0,2,2,2.0,2335000.0
4,1973.0,202.0,1277,20007.0,2,1,1.0,850000.0
6,2016.0,6801.0,1087,20003.0,3,3,1.0,892500.0
6,2017.0,6801.0,1087,20003.0,4,1,1.0,765000.0
7,1960.0,6801.0,1098,20003.0,6,2,1.0,550000.0
8,1960.0,6801.0,1098,20003.0,4,1,1.0,562500.0
6,2005.0,6802.0,1090,20003.0,2,1,1.0,636000.0
12,2006.0,100.0,1232,20007.0,5,4,1.0,4700000.0
7,2017.0,6801.0,1098,20003.0,4,2,1.0,850000.0
8,2016.0,6801.0,1098,20003.0,5,2,1.0,883000.0
6,2011.0,6802.0,1102,20003.0,3,3,1.0,925000.0
6,2005.0,6802.0,1102,20003.0,4,3,2.0,832500.0
8,2002.0,202.0,1219,20007.0,3,3,2.0,1460000.0
7,2005.0,202.0,1219,20007.0,3,3,1.0,2075000.0
7,2006.0,202.0,1254,20007.0,3,3,1.0,1290000.0
7,2014.0,202.0,1254,20007.0,2,1,1.0,920000.0
9,2017.0,100.0,1269,20007.0,5,5,1.0,3995000.0
6,1946.0,202.0,1227,20007.0,2,3,1.0,950000.0
5,1965.0,202.0,1228,20007.0,2,2,1.0,905000.0
6,2010.0,100.0,1243,20007.0,3,3,1.0,1505000.0
9,2016.0,202.0,1244,20007.0,4,4,1.0,3725000.0
4,2005.0,202.0,1244,20007.0,2,1,1.0,967500.0
9,2003.0,100.0,1269,20007.0,3,3,1.0,2857500.0
7,2016.0,100.0,1269,20007.0,4,3,1.0,2100000.0
7,2001.0,202.0,1204,20007.0,3,2,1.0,975000.0
7,2016.0,202.0,1247,20007.0,3,3,1.0,1185000.0
6,2003.0,6802.0,1088,20003.0,3,1,1.0,580000.0
6,2015.0,6802.0,1088,20003.0,2,2,1.0,680000.0
6,2017.0,6802.0,1089,20003.0,2,3,2.0,936000.0
7,2003.0,100.0,1264,20007.0,3,3,2.0,1653000.0
7,2016.0,202.0,1205,20007.0,4,3,1.0,1640000.0
8,2006.0,202.0,1205,20007.0,6,4,1.0,1400000.0
11,1970.0,100.0,1233,20007.0,6,5,1.0,5250000.0
5,2010.0,202.0,1277,20007.0,3,2,3.0,1070000.0
6,2005.0,6802.0,1089,20003.0,3,2,1.0,680000.0
7,2017.0,6801.0,1098,20003.0,3,2,1.0,780000.0
7,2016.0,100.0,1264,20007.0,3,2,1.0,1850000.0
6,2017.0,6801.0,1112,20003.0,3,3,1.0,879000.0
7,2016.0,202.0,1220,20007.0,4,3,1.0,2500000.0
8,2016.0,100.0,1234,20007.0,3,2,1.0,1795000.0
6,2010.0,202.0,1255,20007.0,3,2,1.0,1215000.0
7,2005.0,6802.0,1076,20003.0,2,1,1.0,801506.0
7,2003.0,6802.0,1076,20003.0,2,2,1.0,750000.0
9,2013.0,202.0,1220,20007.0,4,3,1.0,4000000.0
9,2012.0,202.0,1220,20007.0,4,3,1.0,2175000.0
12,2012.0,100.0,1269,20007.0,7,5,2.0,5600000.0
6,2007.0,202.0,1228,20007.0,3,2,1.0,1175000.0
11,2015.0,202.0,1228,20007.0,7,4,1.0,3950000.0
6,2009.0,6900.0,1063,20003.0,4,2,1.0,745000.0
12,1970.0,6900.0,1063,20003.0,4,4,4.0,1000000.0
8,2007.0,202.0,1244,20007.0,3,2,2.0,1325000.0
9,2015.0,100.0,1264,20007.0,4,3,3.0,1600000.0
6,2005.0,202.0,1205,20007.0,4,3,1.0,1035000.0
3,2014.0,100.0,1265,20007.0,2,1,1.0,745000.0
10,2011.0,6802.0,1089,20003.0,4,3,2.0,835000.0
4,2006.0,6802.0,1089,20003.0,2,2,1.0,645000.0
9,2009.0,100.0,1264,20007.0,4,3,1.0,2445000.0
10,2014.0,100.0,1264,20007.0,4,3,1.0,2100000.0
8,2006.0,100.0,1264,20007.0,4,3,2.0,1662500.0
6,2008.0,100.0,1264,20007.0,4,3,2.0,2045000.0
8,2005.0,100.0,1264,20007.0,5,4,2.0,1900000.0
8,1986.0,202.0,1206,20007.0,3,3,1.0,1072200.0
11,2009.0,100.0,1235,20007.0,6,5,1.0,4600000.0
5,1992.0,100.0,1235,20007.0,2,1,1.0,910000.0
9,1997.0,100.0,1236,20007.0,5,4,2.0,2635000.0
12,2002.0,100.0,1266,20007.0,5,3,2.0,2200000.0
9,1960.0,100.0,1266,20007.0,4,3,1.0,1501000.0
8,2011.0,6802.0,1076,20003.0,4,3,1.0,1280000.0
6,2016.0,6802.0,1076,20003.0,4,1,1.0,780000.0
4,2004.0,202.0,1221,20007.0,2,1,1.0,750000.0
6,2009.0,202.0,1255,20007.0,3,3,1.0,1492000.0
6,2011.0,6802.0,1077,20003.0,3,1,1.0,710000.0
5,1978.0,6900.0,1064,20003.0,2,2,1.0,705000.0
11,2009.0,100.0,1256,20007.0,4,3,1.0,2375000.0
8,2014.0,100.0,1270,20007.0,3,4,1.0,2475000.0
4,1980.0,100.0,1271,20007.0,2,2,1.0,945000.0
6,1983.0,100.0,1271,20007.0,2,2,2.0,911001.0
7,2015.0,202.0,1272,20007.0,3,3,1.0,1410000.0
10,2014.0,7100.0,1065,20003.0,2,3,1.0,775000.0
6,2010.0,7100.0,1065,20003.0,3,2,1.0,772500.0
5,2012.0,6802.0,1089,20003.0,2,2,1.0,620000.0
6,2005.0,6802.0,1089,20003.0,2,2,1.0,638000.0
10,2014.0,202.0,1245,20007.0,5,5,1.0,4400000.0
4,2007.0,202.0,1245,20007.0,2,1,1.0,780000.0
8,2004.0,202.0,1273,20007.0,4,3,1.0,2710000.0
8,2002.0,202.0,1273,20007.0,3,2,1.0,1480000.0
11,2005.0,100.0,1209,20007.0,5,4,2.0,1950000.0
5,1944.0,202.0,1253,20007.0,3,2,1.0,1325000.0
13,2014.0,100.0,1267,20007.0,6,5,1.0,5250000.0
7,2001.0,300.0,1301,20007.0,4,3,1.0,853000.0
8,1985.0,300.0,1301,20007.0,4,2,2.0,954000.0
7,2015.0,300.0,1300,20007.0,3,4,1.0,1300000.0
8,2005.0,300.0,1300,20007.0,4,2,1.0,975000.0
8,2015.0,202.0,1292,20007.0,4,3,1.0,1410000.0
5,2014.0,300.0,1301,20007.0,2,2,1.0,820000.0
9,2017.0,100.0,1209,20007.0,4,4,1.0,2650000.0
7,2001.0,100.0,1210,20007.0,2,2,1.0,1325000.0
8,2017.0,202.0,1292,20007.0,4,4,1.0,1600000.0
7,2004.0,100.0,1284,20007.0,2,3,1.0,1925000.0
7,2005.0,100.0,1284,20007.0,4,3,1.0,2000000.0
11,1998.0,100.0,1284,20007.0,4,3,2.0,1900000.0
5,2002.0,100.0,1287,20007.0,2,2,1.0,985000.0
8,2007.0,202.0,1297,20007.0,4,3,1.0,1532500.0
