ROOMS,YR_RMDL,CENSUS_TRACT,SQUARE,ZIPCODE,BEDRM,BATHRM,KITCHENS,PRICE
11,1999.0,100.0,1239,20007.0,4,3,1.0,4300000.0
11,2017.0,300.0,1305,20007.0,4,4,1.0,1925000.0
8,2004.0,300.0,1301,20007.0,3,3,1.0,1222000.0
8,2005.0,100.0,1257,20007.0,3,2,1.0,1660000.0
9,1940.0,100.0,1258,20007.0,5,3,2.0,1300000.0
8,2013.0,100.0,1258,20007.0,4,4,2.0,1950000.0
6,2009.0,8002.0,1055,20002.0,2,2,1.0,720000.0
8,2014.0,300.0,1309,20007.0,4,4,1.0,1550000.0
8,2012.0,300.0,1301,20007.0,4,3,1.0,1085000.0
6,2013.0,100.0,1211,20007.0,2,2,1.0,1350000.0
5,2011.0,100.0,1280,20007.0,2,1,1.0,1175000.0
5,2005.0,100.0,1280,20007.0,2,3,1.0,1411000.0
7,2001.0,202.0,1294,20007.0,4,3,1.0,2550000.0
7,2009.0,300.0,1300,20007.0,3,3,2.0,1313000.0
8,1996.0,300.0,1300,20007.0,4,2,2.0,1190000.0
6,2015.0,202.0,1297,20007.0,3,2,1.0,1200000.0
6,2004.0,202.0,1298,20007.0,2,2,1.0,975000.0
7,2005.0,100.0,1211,20007.0,2,2,1.0,1212500.0
9,2012.0,100.0,1239,20007.0,5,5,1.0,3550000.0
4,2008.0,100.0,1240,20007.0,2,2,1.0,949000.0
14,2010.0,100.0,1240,20007.0,7,4,1.0,3975000.0
7,2006.0,100.0,1240,20007.0,3,3,1.0,2600000.0
9,2005.0,100.0,1240,20007.0,5,4,1.0,3900000.0
8,2010.0,202.0,1295,20007.0,4,3,2.0,2775000.0
5,2001.0,202.0,1290,20007.0,2,2,1.0,1013000.0
6,1962.0,100.0,1241,20007.0,2,2,2.0,965000.0
11,2013.0,100.0,1259,20007.0,4,4,1.0,2000000.0
8,2003.0,300.0,1301,20007.0,3,3,1.0,1050000.0
7,2013.0,300.0,1301,20007.0,3,3,1.0,1395000.0
12,2017.0,300.0,1308,20007.0,5,5,2.0,1999000.0
6,2006.0,100.0,1212,20007.0,3,3,1.0,1272000.0
8,2016.0,300.0,1301,20007.0,3,3,2.0,995000.0
11,2013.0,202.0,1290,20007.0,3,3,1.0,3300000.0
6,2000.0,100.0,1213,20007.0,2,1,1.0,1230000.0
7,2001.0,100.0,1241,20007.0,4,3,1.0,1370000.0
10,2016.0,300.0,1306,20007.0,5,4,2.0,1813375.0
6,1975.0,300.0,1306,20007.0,3,1,1.0,855000.0
7,2006.0,300.0,1301,20007.0,4,2,1.0,987000.0
7,1975.0,300.0,1301,20007.0,3,1,1.0,824000.0
11,1990.0,100.0,1282,20007.0,7,5,1.0,4650000.0
8,2016.0,100.0,1282,20007.0,5,5,2.0,2225000.0
6,2007.0,100.0,1260,20007.0,3,3,1.0,2100000.0
7,2006.0,100.0,1260,20007.0,3,2,1.0,1725000.0
5,2006.0,300.0,1296,20007.0,2,1,1.0,602500.0
9,2013.0,300.0,1311,20007.0,4,2,2.0,950000.0
6,1989.0,300.0,1311,20007.0,3,2,1.0,850000.0
7,2010.0,300.0,1311,20007.0,3,2,1.0,1080000.0
8,2015.0,6801.0,1112,20003.0,4,3,2.0,810000.0
7,2016.0,6801.0,1112,20003.0,3,3,1.0,725000.0
7,1989.0,6801.0,1112,20003.0,3,2,1.0,627000.0
8,2012.0,300.0,1314,20007.0,4,2,1.0,989516.0
7,1972.0,300.0,1308,20007.0,3,2,1.0,925000.0
7,2016.0,100.0,1213,20007.0,3,3,1.0,1675000.0
6,2012.0,100.0,1215,20007.0,2,2,1.0,1290000.0
4,2002.0,202.0,1291,20007.0,2,1,1.0,850000.0
7,1975.0,202.0,1291,20007.0,3,3,1.0,1100000.0
6,2009.0,100.0,1283,20007.0,4,3,2.0,1650000.0
8,2007.0,100.0,1242,20007.0,4,4,2.0,2095000.0
6,2014.0,100.0,1242,20007.0,3,2,1.0,1695000.0
6,1974.0,100.0,1242,20007.0,3,2,1.0,1360000.0
10,2017.0,300.0,1307,20007.0,5,4,2.0,1800000.0
6,1958.0,300.0,1307,20007.0,3,2,1.0,375970.0
7,2001.0,300.0,1308,20007.0,5,3,2.0,890000.0
7,2004.0,300.0,1301,20007.0,4,3,1.0,1061167.0
5,2000.0,100.0,1261,20007.0,2,1,1.0,770000.0
6,2016.0,100.0,1261,20007.0,2,2,1.0,935000.0
6,2006.0,6801.0,1112,20003.0,3,2,1.0,684500.0
6,2017.0,6801.0,1112,20003.0,2,3,2.0,850000.0
8,2016.0,100.0,1282,20007.0,5,2,1.0,1797000.0
8,2004.0,100.0,1282,20007.0,4,3,1.0,1550000.0
7,1999.0,100.0,1282,20007.0,3,3,1.0,1950000.0
16,2010.0,100.0,1282,20007.0,8,4,4.0,1920000.0
9,2004.0,802.0,1358,20007.0,4,2,2.0,930000.0
8,1982.0,802.0,1358,20007.0,3,2,2.0,570000.0
8,1976.0,802.0,1358,20007.0,3,1,1.0,575000.0
6,2012.0,801.0,1388,20007.0,3,2,1.0,920000.0
7,1997.0,802.0,1366,20007.0,3,2,1.0,789770.0
10,2017.0,802.0,1351,20007.0,5,4,1.0,1330000.0
5,1990.0,801.0,1395,20007.0,4,3,1.0,1095000.0
14,1998.0,801.0,1397,20007.0,5,4,1.0,3070000.0
16,2007.0,801.0,1382,20007.0,5,6,1.0,5225000.0
8,1999.0,902.0,1410,20016.0,3,2,1.0,850000.0
9,1995.0,902.0,1419,20016.0,2,2,1.0,855000.0
6,2005.0,902.0,1419,20016.0,3,2,1.0,897000.0
5,2010.0,902.0,1419,20016.0,2,2,1.0,794500.0
5,2013.0,300.0,1301,20007.0,2,1,1.0,817000.0
10,2002.0,801.0,1341,20007.0,4,4,2.0,2025000.0
20,2011.0,300.0,1315,20007.0,8,4,4.0,1350000.0
9,2001.0,801.0,1397,20007.0,5,5,1.0,1560000.0
10,2016.0,300.0,1301,20007.0,5,4,2.0,1700000.0
5,1992.0,300.0,1301,20007.0,5,3,2.0,1420000.0
6,2008.0,902.0,1419,20016.0,3,2,1.0,930500.0
9,2003.0,300.0,1302,20007.0,4,4,1.0,1790000.0
5,2004.0,801.0,1387,20007.0,2,2,1.0,805000.0
7,1986.0,902.0,1413,20016.0,2,2,1.0,670000.0
6,1966.0,802.0,1327,20007.0,4,2,1.0,906503.0
6,1961.0,802.0,1327,20007.0,3,2,2.0,922000.0
6,2001.0,802.0,1367,20007.0,3,3,1.0,910000.0
8,2008.0,802.0,1367,20007.0,3,3,1.0,1125000.0
6,2003.0,902.0,1413,20016.0,4,3,1.0,1165000.0
5,1930.0,801.0,1341,20007.0,2,2,1.0,1350000.0
6,2006.0,300.0,1320,20007.0,3,3,1.0,1335450.0
5,2016.0,202.0,1279,20007.0,2,2,1.0,1145000.0
7,2015.0,202.0,1279,20007.0,3,2,1.0,1260000.0
6,2012.0,802.0,1327,20007.0,3,3,2.0,1150000.0
6,2008.0,100.0,1280,20007.0,2,1,1.0,1265000.0
9,2009.0,902.0,1420,20016.0,4,3,1.0,1200000.0
10,1995.0,902.0,1420,20016.0,4,3,1.0,1000000.0
11,2017.0,902.0,1421,20016.0,6,5,2.0,2415000.0
8,1997.0,801.0,1393,20007.0,4,3,1.0,1250000.0
10,2006.0,801.0,1393,20007.0,7,6,2.0,1660000.0
8,2007.0,202.0,1292,20007.0,6,6,1.0,1600000.0
7,2011.0,202.0,1292,20007.0,4,3,1.0,1455000.0
10,2010.0,902.0,1425,20016.0,5,4,1.0,3600000.0
12,2003.0,802.0,1350,20007.0,6,4,2.0,1380000.0
7,2004.0,801.0,1394,20007.0,3,2,1.0,1195000.0
7,1983.0,902.0,1415,20016.0,4,2,1.0,854700.0
9,1986.0,202.0,1278,20007.0,4,4,1.0,2000000.0
7,1997.0,802.0,1364,20007.0,4,3,1.0,1125000.0
12,1999.0,802.0,1365,20007.0,4,4,1.0,1600000.0
11,2003.0,801.0,1378,20007.0,4,3,1.0,1400000.0
9,2008.0,801.0,1378,20007.0,4,3,1.0,1435000.0
8,2004.0,801.0,1388,20007.0,2,2,1.0,775000.0
11,1992.0,801.0,1394,20007.0,4,4,1.0,1425000.0
7,2013.0,902.0,1426,20016.0,3,2,1.0,935000.0
8,2008.0,902.0,1415,20016.0,3,3,1.0,908000.0
9,2011.0,902.0,1415,20016.0,4,3,1.0,2400000.0
10,2017.0,902.0,1453,20016.0,4,3,1.0,1325000.0
9,1997.0,901.0,1439,20016.0,4,3,1.0,1150000.0
8,2002.0,901.0,1440,20016.0,4,3,1.0,1275000.0
7,2002.0,901.0,1437,20016.0,3,3,1.0,1277500.0
12,2007.0,901.0,1475,20016.0,6,6,1.0,3200000.0
10,2006.0,901.0,1448,20016.0,4,4,1.0,1425000.0
9,2007.0,901.0,1448,20016.0,7,7,1.0,2400000.0
7,2008.0,901.0,1448,20016.0,5,5,1.0,950000.0
7,1998.0,901.0,1476,20016.0,3,3,1.0,1189000.0
12,1996.0,901.0,1435,20016.0,6,4,1.0,2700000.0
13,2000.0,901.0,1435,20016.0,5,4,1.0,1475000.0
12,2008.0,901.0,1513,20016.0,6,6,1.0,2575000.0
9,2006.0,901.0,1467,20016.0,5,4,1.0,1725000.0
12,2009.0,901.0,1505,20016.0,6,4,1.0,1995000.0
8,2011.0,901.0,1505,20016.0,3,4,1.0,1250000.0
8,1962.0,802.0,1352,20007.0,5,3,1.0,1148000.0
6,1994.0,802.0,1352,20007.0,4,3,1.0,944000.0
10,2011.0,901.0,1467,20016.0,4,3,1.0,1380000.0
6,2007.0,902.0,1454,20016.0,3,4,1.0,1610000.0
10,1992.0,802.0,1371,20007.0,3,1,1.0,1075000.0
10,2005.0,802.0,1372,20007.0,3,3,1.0,1147000.0
12,2016.0,901.0,1477,20016.0,5,4,1.0,2570000.0
10,1969.0,901.0,1477,20016.0,4,2,2.0,1500000.0
10,2017.0,902.0,1449,20016.0,5,4,1.0,2770000.0
12,2009.0,901.0,1513,20016.0,6,5,1.0,3625000.0
8,2006.0,901.0,1478,20016.0,5,3,1.0,1500000.0
14,2004.0,901.0,1435,20016.0,5,5,1.0,2375000.0
9,1996.0,901.0,1467,20016.0,4,5,1.0,1450000.0
7,1967.0,902.0,1455,20016.0,3,2,1.0,1125000.0
6,2000.0,902.0,1455,20016.0,3,2,1.0,945300.0
9,2017.0,802.0,1353,20007.0,4,3,1.0,925000.0
10,1990.0,901.0,1468,20016.0,6,4,1.0,1550000.0
13,2017.0,901.0,1527,20016.0,5,4,1.0,1900000.0
8,1992.0,902.0,1442,20016.0,3,2,1.0,1000000.0
7,2014.0,901.0,1458,20016.0,5,4,1.0,1599000.0
7,2011.0,901.0,1479,20016.0,3,3,1.0,2145000.0
6,2011.0,1001.0,1495,20016.0,2,1,1.0,825000.0
14,2017.0,901.0,1436,20016.0,7,6,1.0,5200000.0
8,1975.0,901.0,1516,20016.0,4,2,1.0,900000.0
6,2017.0,901.0,1516,20016.0,3,2,1.0,775000.0
7,1979.0,901.0,1509,20016.0,5,4,1.0,1425000.0
11,2012.0,901.0,1447,20016.0,4,2,1.0,1449000.0
13,1989.0,901.0,1470,20016.0,6,5,1.0,2325000.0
12,2001.0,901.0,1459,20016.0,5,4,1.0,2700000.0
12,2003.0,901.0,1459,20016.0,5,5,1.0,2934314.0
11,2000.0,901.0,1446,20016.0,6,5,1.0,2250000.0
10,2004.0,901.0,1471,20016.0,4,3,1.0,1650000.0
10,2011.0,901.0,1471,20016.0,5,4,1.0,2150000.0
12,1989.0,901.0,1471,20016.0,6,4,1.0,2300000.0
11,2008.0,901.0,1439,20016.0,5,3,1.0,1280000.0
7,2004.0,901.0,1439,20016.0,3,2,1.0,885000.0
8,1981.0,902.0,1450,20016.0,5,2,1.0,1400000.0
10,2010.0,902.0,1451,20016.0,4,2,1.0,1285000.0
6,1985.0,1001.0,1484,20016.0,3,2,1.0,989000.0
10,2004.0,901.0,1511,20016.0,5,3,1.0,2200000.0
11,1992.0,901.0,1447,20016.0,7,5,1.0,2040000.0
11,2006.0,901.0,1436,20016.0,5,5,1.0,3975000.0
14,2001.0,901.0,1511,20016.0,7,5,2.0,2600000.0
9,2017.0,901.0,1432,20016.0,5,5,1.0,2865000.0
8,2017.0,901.0,1432,20016.0,5,4,1.0,1850000.0
7,2008.0,901.0,1437,20016.0,5,3,1.0,1208000.0
8,2005.0,901.0,1471,20016.0,4,3,1.0,2000000.0
13,2011.0,901.0,1430,20016.0,6,5,1.0,3770000.0
6,2007.0,902.0,1443,20016.0,3,2,1.0,1179000.0
7,2003.0,901.0,1502,20016.0,5,4,1.0,1260000.0
13,2015.0,801.0,1620,20007.0,7,6,1.0,2450000.0
9,2005.0,1001.0,1641,20016.0,4,3,1.0,1377000.0
7,1997.0,1100.0,1737,20016.0,3,2,1.0,835000.0
6,2015.0,1001.0,1572,20016.0,5,4,1.0,1395000.0
7,1990.0,1001.0,1574,20016.0,5,4,2.0,1190000.0
11,2017.0,1001.0,1581,20016.0,4,4,2.0,1695000.0
6,1994.0,1001.0,1588,20016.0,3,2,1.0,1140000.0
10,2006.0,801.0,1608,20016.0,6,5,1.0,2450000.0
10,2014.0,1001.0,1647,20016.0,5,3,1.0,1372000.0
8,1990.0,1001.0,1647,20016.0,4,3,1.0,1400000.0
6,1995.0,1001.0,1544,20016.0,3,2,1.0,875000.0
9,2001.0,1001.0,1586,20016.0,4,3,1.0,862506.0
8,1991.0,801.0,1620,20016.0,4,3,1.0,264795.0
10,2001.0,801.0,1621,20016.0,7,4,1.0,1800000.0
7,2012.0,1001.0,1574,20016.0,3,3,1.0,998000.0
7,2001.0,1001.0,1531,20016.0,3,2,1.0,1025000.0
9,2016.0,1001.0,1598,20016.0,4,3,1.0,1090000.0
8,2006.0,801.0,1610,20016.0,5,4,1.0,1785000.0
10,2003.0,801.0,1609,20016.0,4,3,1.0,1665000.0
8,2009.0,801.0,1611,20016.0,4,3,1.0,1424000.0
6,1967.0,1001.0,1552,20016.0,3,3,2.0,1089000.0
9,1990.0,801.0,1605,20016.0,4,4,1.0,1315000.0
9,2005.0,1001.0,1582,20016.0,4,3,1.0,1152000.0
8,2012.0,1001.0,1570,20016.0,3,3,1.0,1069000.0
8,2002.0,1001.0,1577,20015.0,4,2,2.0,875000.0
7,1995.0,1001.0,1533,20016.0,4,3,1.0,1381000.0
10,2017.0,1001.0,1534,20016.0,5,3,1.0,1535000.0
6,1993.0,1001.0,1534,20016.0,3,3,1.0,1157500.0
9,2009.0,1001.0,1534,20016.0,5,4,1.0,1400000.0
13,2013.0,801.0,1612,20016.0,7,4,1.0,3075000.0
8,2017.0,1001.0,1563,20016.0,4,3,1.0,1280000.0
7,2003.0,1001.0,1564,20016.0,4,3,1.0,1395000.0
7,1970.0,1001.0,1588,20016.0,3,1,1.0,989000.0
9,2008.0,1001.0,1588,20016.0,4,2,1.0,998500.0
9,2007.0,1001.0,1554,20016.0,5,4,1.0,1483000.0
10,1988.0,1001.0,1554,20016.0,4,4,2.0,1481200.0
11,2008.0,801.0,1606,20016.0,6,4,1.0,2295000.0
11,2016.0,1001.0,1583,20016.0,4,4,1.0,1720000.0
7,2000.0,1001.0,1583,20016.0,3,2,1.0,895000.0
7,2010.0,801.0,1601,20016.0,3,3,1.0,1150000.0
9,1991.0,1100.0,1857,20015.0,5,3,1.0,962500.0
7,1982.0,1100.0,1857,20015.0,4,2,1.0,721600.0
9,1932.0,1100.0,1858,20015.0,5,3,1.0,1000000.0
8,1992.0,1100.0,1858,20015.0,4,3,1.0,1475000.0
6,2000.0,1200.0,1833,20016.0,3,3,1.0,1153000.0
6,2001.0,1200.0,1834,20016.0,3,3,1.0,1266000.0
11,2017.0,1100.0,1747,20015.0,5,4,1.0,1515000.0
7,2014.0,1001.0,1649,20016.0,3,1,1.0,850000.0
8,2010.0,1100.0,1756,20016.0,3,2,1.0,965000.0
7,2014.0,1100.0,1756,20016.0,4,3,1.0,1185000.0
10,2013.0,1100.0,1748,20015.0,5,3,1.0,1099000.0
11,2001.0,1100.0,1756,20016.0,4,3,1.0,1585000.0
9,2017.0,1100.0,1851,20016.0,4,2,1.0,1430000.0
9,2005.0,1001.0,1682,20016.0,4,3,1.0,1650000.0
9,2015.0,300.0,1810,20007.0,5,3,2.0,1140000.0
9,1997.0,1100.0,1737,20016.0,3,2,1.0,951350.0
7,2004.0,1100.0,1737,20016.0,4,2,1.0,1166760.0
16,1992.0,300.0,1811,20007.0,4,4,4.0,1172500.0
7,2004.0,300.0,1811,20007.0,3,2,2.0,789000.0
7,2011.0,300.0,1811,20007.0,3,2,1.0,795000.0
8,2008.0,702.0,1812,20007.0,4,3,1.0,1150000.0
8,2017.0,701.0,1800,20016.0,5,3,1.0,1175000.0
9,2011.0,1100.0,1739,20016.0,4,3,1.0,1145000.0
9,2010.0,1200.0,1831,20016.0,4,3,1.0,1100250.0
8,2011.0,1100.0,1757,20016.0,3,2,1.0,1000000.0
8,1984.0,801.0,1700,20016.0,3,2,1.0,1200000.0
7,2004.0,1100.0,1749,20015.0,4,2,1.0,981000.0
7,1978.0,1001.0,1674,20016.0,3,2,1.0,952500.0
14,2000.0,701.0,1813,20007.0,8,4,1.0,1300000.0
5,2013.0,1100.0,1743,20015.0,2,2,1.0,810000.0
10,2016.0,1100.0,1743,20015.0,4,4,1.0,1900000.0
8,2014.0,701.0,1806,20016.0,4,3,1.0,1365000.0
8,1980.0,1100.0,1741,20015.0,3,1,1.0,799000.0
8,2018.0,1100.0,1664,20015.0,4,3,1.0,560000.0
8,2017.0,1100.0,1664,20015.0,3,2,1.0,650000.0
10,2013.0,1100.0,1878,20016.0,6,4,1.0,2050000.0
10,2015.0,1001.0,1653,20016.0,5,3,1.0,1300000.0
7,2008.0,1001.0,1654,20016.0,5,4,2.0,1685000.0
9,1989.0,1100.0,1754,20015.0,5,3,1.0,1125000.0
10,2007.0,701.0,1815,20016.0,3,3,1.0,1172500.0
15,2009.0,600.0,1900,20008.0,6,3,1.0,2100000.0
10,2018.0,600.0,1900,20008.0,6,4,1.0,1705000.0
12,1995.0,1001.0,1675,20016.0,5,4,1.0,1050000.0
10,2002.0,300.0,1810,20007.0,3,3,2.0,1155000.0
8,2012.0,701.0,1814,20007.0,3,3,1.0,1252500.0
7,2004.0,300.0,1810,20007.0,3,3,1.0,938200.0
9,1987.0,1200.0,1832,20016.0,4,3,1.0,1155000.0
8,1972.0,1100.0,1755,20015.0,3,2,1.0,1185000.0
10,2004.0,1100.0,1755,20016.0,6,6,2.0,1712500.0
7,2017.0,1100.0,1747,20015.0,4,2,1.0,1050000.0
12,2018.0,1100.0,1747,20015.0,5,5,1.0,1010000.0
8,2015.0,600.0,1958,20016.0,3,3,1.0,1225000.0
6,2012.0,600.0,1958,20016.0,3,2,1.0,1050000.0
7,2008.0,1100.0,1742,20015.0,4,3,1.0,936300.0
7,2009.0,1100.0,1742,20015.0,4,2,1.0,950000.0
7,2004.0,1100.0,1665,20015.0,3,2,1.0,925000.0
7,1985.0,600.0,2060,20008.0,3,1,1.0,340000.0
10,2017.0,1401.0,1866,20015.0,6,3,1.0,1340000.0
6,1983.0,1200.0,1893,20016.0,3,5,1.0,1350000.0
10,2003.0,1500.0,2006,20015.0,4,3,1.0,1200000.0
8,2017.0,1402.0,1989,20015.0,3,3,1.0,1020000.0
7,2017.0,1402.0,1989,20015.0,3,3,1.0,849000.0
13,2018.0,1100.0,1876,20015.0,5,4,1.0,1887500.0
11,2015.0,1100.0,1876,20015.0,5,3,1.0,1400000.0
8,2014.0,1200.0,1978,20008.0,4,4,1.0,1585000.0
9,2017.0,1200.0,1898,20016.0,4,3,1.0,1300000.0
6,1998.0,1200.0,1898,20016.0,3,2,1.0,975000.0
8,1978.0,1200.0,1979,20008.0,5,4,2.0,1200000.0
9,1976.0,1402.0,1873,20015.0,5,3,1.0,1075000.0
7,1961.0,1200.0,1886,20016.0,4,3,1.0,1195000.0
5,2015.0,1200.0,1887,20016.0,3,2,1.0,1103714.0
7,1955.0,1200.0,1887,20016.0,4,3,1.0,840000.0
7,2018.0,1401.0,1867,20015.0,5,4,1.0,1875000.0
7,2001.0,1200.0,1890,20016.0,3,2,1.0,1290000.0
9,2018.0,600.0,1956,20016.0,4,2,1.0,925000.0
8,2001.0,1200.0,1894,20016.0,4,3,1.0,1116000.0
8,2018.0,1200.0,1894,20016.0,4,3,1.0,1218000.0
9,2017.0,1200.0,1887,20016.0,5,4,1.0,1800000.0
10,2016.0,1200.0,1891,20016.0,4,3,1.0,1375000.0
9,2001.0,400.0,1938,20007.0,5,5,1.0,2750000.0
9,2001.0,600.0,1914,20016.0,3,3,1.0,1067500.0
10,1964.0,1100.0,1877,20008.0,6,3,1.0,1400000.0
6,2017.0,1100.0,1877,20008.0,3,2,1.0,975000.0
9,2011.0,600.0,1958,20008.0,5,3,1.0,1610000.0
9,2017.0,1401.0,1862,20015.0,5,3,1.0,985000.0
15,2017.0,1401.0,1868,20015.0,7,7,1.0,2800000.0
9,2017.0,1401.0,2001,20015.0,5,2,1.0,1010000.0
6,2003.0,1402.0,1873,20015.0,3,1,1.0,850000.0
8,1988.0,1402.0,1873,20015.0,3,3,1.0,786000.0
7,1988.0,1401.0,1863,20015.0,4,1,1.0,900000.0
10,1998.0,1401.0,1863,20015.0,3,2,1.0,448000.0
10,2006.0,1401.0,1863,20015.0,6,3,1.0,1450000.0
7,2011.0,1200.0,1888,20008.0,4,3,1.0,1425500.0
8,1984.0,1401.0,1869,20015.0,4,2,1.0,1205000.0
10,1993.0,1200.0,1891,20008.0,5,4,1.0,1823007.0
6,2017.0,1200.0,1892,20016.0,3,2,1.0,990000.0
5,1972.0,600.0,1918,20016.0,2,2,1.0,1225000.0
8,2017.0,701.0,1920,20016.0,4,3,1.0,1875000.0
6,2002.0,701.0,1920,20016.0,4,3,1.0,1020000.0
10,2016.0,400.0,1933,20007.0,7,5,1.0,2100000.0
7,2017.0,1402.0,1987,20015.0,4,3,1.0,721000.0
8,2017.0,1401.0,1863,20015.0,3,2,1.0,925000.0
12,2014.0,1401.0,1865,20015.0,2,2,1.0,1787500.0
11,2017.0,1401.0,1870,20015.0,5,4,1.0,1295000.0
10,2005.0,1100.0,1872,20015.0,4,4,1.0,1709000.0
13,2010.0,1301.0,2040,20008.0,5,4,1.0,1999000.0
10,1982.0,1301.0,2041,20008.0,5,4,1.0,1250000.0
12,2001.0,1301.0,2041,20008.0,5,3,1.0,1355000.0
9,2010.0,1402.0,1874,20015.0,4,1,1.0,1040000.0
10,2005.0,1200.0,1896,20008.0,4,5,2.0,1380000.0
15,2016.0,600.0,1949,20016.0,6,5,1.0,2900000.0
8,2012.0,600.0,1921,20016.0,5,4,2.0,2000000.0
7,2013.0,701.0,1923,20016.0,4,3,2.0,1100000.0
6,1984.0,400.0,1935,20007.0,5,2,1.0,1385000.0
10,2012.0,1200.0,1974,20008.0,5,3,1.0,1575000.0
8,2003.0,1402.0,1989,20008.0,5,4,3.0,1000000.0
8,2003.0,1402.0,1989,20008.0,4,3,1.0,1450000.0
12,1946.0,600.0,1949,20016.0,6,4,1.0,4500000.0
8,1990.0,1200.0,1975,20008.0,5,3,2.0,1400000.0
6,2012.0,1402.0,1989,20015.0,3,2,1.0,860000.0
7,2004.0,1402.0,1989,20015.0,3,3,1.0,840000.0
11,2017.0,1100.0,1853,20015.0,6,4,1.0,2010000.0
10,2017.0,1100.0,1875,20015.0,4,2,1.0,835000.0
8,2000.0,1500.0,2015,20015.0,3,2,1.0,875000.0
8,2014.0,600.0,2061,20008.0,4,3,1.0,1246000.0
6,2012.0,1500.0,2015,20015.0,4,3,1.0,1350000.0
8,1990.0,1500.0,2015,20015.0,4,2,1.0,1005000.0
8,2012.0,1500.0,2017,20015.0,4,3,1.0,1575000.0
12,2017.0,1402.0,2302,20015.0,5,4,1.0,1340000.0
9,2009.0,1500.0,2021,20015.0,4,3,1.0,1187500.0
12,2008.0,600.0,2062,20008.0,6,4,1.0,2250000.0
10,2005.0,1302.0,2235,20008.0,5,4,1.0,1200000.0
7,1986.0,1301.0,2282,20015.0,3,2,1.0,1164000.0
8,2002.0,1402.0,2027,20015.0,5,3,1.0,1415000.0
7,2015.0,1301.0,2029,20008.0,4,2,1.0,1227000.0
7,1983.0,1402.0,1990,20015.0,4,2,1.0,881000.0
7,2017.0,1402.0,1990,20015.0,4,3,1.0,959000.0
7,1980.0,1401.0,2024,20015.0,4,2,1.0,937000.0
7,2000.0,1401.0,2024,20015.0,4,2,1.0,890000.0
6,2014.0,600.0,2062,20008.0,3,2,1.0,1165000.0
8,2012.0,1500.0,2017,20015.0,4,2,1.0,1197525.0
8,2004.0,1500.0,2017,20015.0,5,3,1.0,1379000.0
8,2017.0,1500.0,2010,20015.0,4,2,1.0,845000.0
9,2006.0,1500.0,2010,20015.0,5,2,1.0,1135000.0
10,2006.0,1500.0,2010,20015.0,5,4,1.0,1360000.0
9,2004.0,1301.0,2031,20008.0,6,4,1.0,1498750.0
9,1983.0,1500.0,2007,20015.0,3,1,1.0,812500.0
8,1994.0,1500.0,2007,20015.0,4,2,1.0,919000.0
14,2015.0,1500.0,2010,20015.0,6,4,1.0,3000000.0
10,2017.0,600.0,2089,20016.0,5,3,1.0,1625000.0
6,2009.0,600.0,2089,20016.0,3,1,1.0,1835000.0
9,2007.0,600.0,2067,20008.0,5,5,1.0,1950000.0
8,1978.0,1500.0,2007,20015.0,4,4,1.0,1090000.0
6,2008.0,1402.0,1990,20015.0,4,3,1.0,905000.0
8,2013.0,1402.0,2025,20015.0,3,2,1.0,885000.0
8,1996.0,1500.0,2019,20015.0,3,2,1.0,899000.0
10,1996.0,1402.0,1990,20015.0,4,3,1.0,979000.0
5,2002.0,1402.0,2025,20015.0,3,2,1.0,825000.0
8,2010.0,1401.0,1999,20015.0,5,5,1.0,1537000.0
12,2017.0,1500.0,2022,20015.0,5,4,1.0,1000000.0
8,2018.0,600.0,2075,20008.0,3,2,1.0,1445000.0
9,1989.0,1401.0,2013,20015.0,4,3,1.0,1150000.0
7,1964.0,1402.0,2297,20015.0,3,3,1.0,825000.0
5,1983.0,1301.0,2032,20008.0,3,2,1.0,980450.0
8,2016.0,600.0,2076,20016.0,5,3,1.0,1900000.0
9,1963.0,600.0,2091,20008.0,5,4,1.0,1450000.0
12,1992.0,502.0,2118,20008.0,5,4,1.0,1875000.0
8,2008.0,600.0,2068,20008.0,3,4,1.0,1500000.0
7,2014.0,1402.0,2025,20015.0,5,3,1.0,975000.0
8,2010.0,502.0,2118,20008.0,5,2,1.0,1550000.0
10,2002.0,502.0,2118,20008.0,5,2,1.0,1275000.0
8,2002.0,1401.0,1992,20015.0,4,3,1.0,950000.0
6,2018.0,1401.0,1992,20015.0,3,2,2.0,901000.0
11,1988.0,1500.0,2022,20015.0,5,3,1.0,1650000.0
13,2004.0,1302.0,2246,20008.0,5,5,1.0,1650000.0
8,2008.0,1402.0,2298,20015.0,4,2,1.0,950000.0
17,2017.0,600.0,2070,20008.0,7,6,1.0,5300000.0
7,2015.0,600.0,2061,20008.0,4,3,1.0,1249000.0
7,2017.0,1401.0,1996,20015.0,5,3,1.0,1250000.0
8,2015.0,1401.0,1996,20015.0,4,4,1.0,1107500.0
7,2016.0,1402.0,2026,20015.0,4,3,1.0,935000.0
12,1998.0,502.0,2118,20008.0,4,4,1.0,1610000.0
8,2017.0,1301.0,2268,20008.0,5,5,1.0,2900000.0
8,1988.0,1500.0,2339,20015.0,4,2,1.0,956000.0
8,1970.0,1500.0,2357,20015.0,3,2,1.0,905000.0
9,2013.0,1500.0,2340,20015.0,4,2,1.0,875000.0
9,1987.0,1500.0,2340,20015.0,4,3,1.0,925000.0
10,2018.0,1402.0,2310,20015.0,4,4,1.0,650000.0
