"Unemployment, total (% of labour force)"
"41"," Portugal","3.9","","7.1","","3.8","","7.6","","10.8","","12.7","","15.5","","16.2","","13.9","","12.4","","11.1","","9.0","a"
"37"," Qatar","3.9","","3.6","","4.9","","1.6","","0.4","","0.6","","0.5","","0.3","","0.2","","0.2","","0.2","","0.2","a"
"52"," Romania","8.1","","8.0","","7.0","","7.2","","7.0","","7.2","","6.8","","7.1","","6.8","","6.8","","5.9","","5.2","a"
"49"," Russian Federation","5.7","","9.7","","10.6","","7.2","","7.4","","6.5","","5.4","","5.5","","5.2","","5.6","","5.5","","5.2","a"
"158"," Rwanda","0.3","","0.5","","0.8","","1.7","","3.0","","3.3","","3.4","","2.3","","1.2","","1.2","","1.2","","1.3","a"
"90"," Saint Lucia","17.8","","16.3","","16.5","","18.7","","20.6","","18.9","","19.1","","22.2","","22.7","","24.1","","21.3","","21.0","a"
"99"," Saint Vincent and the Grenadines","19.8","","18.9","","19.6","","18.9","","18.8","","18.5","","18.2","","17.9","","18.2","","18.0","","18.2","","18.3","a"
"104"," Samoa","2.1","","3.2","","4.4","","2.1","","4.8","","5.7","","8.8","","8.8","","8.7","","8.8","","8.5","","8.2","a"
"143"," Sao Tome and Principe","14.4","","14.3","","14.4","","16.5","","14.6","","14.0","","13.6","","13.5","","13.4","","13.3","","13.4","","13.4","a"
"39"," Saudi Arabia","7.9","","4.5","","4.6","","6.1","","5.6","","5.8","","5.5","","5.6","","5.7","","5.6","","5.9","","5.7","a"
"164"," Senegal","5.7","","5.7","","5.7","","9.0","","10.2","","10.4","","9.0","","7.7","","6.4","","4.9","","4.9","","4.9","a"
"67"," Serbia","12.6","","13.4","","12.6","","20.9","","19.2","","23.0","","24.0","","22.2","","19.2","","17.9","","15.3","","14.1","a"
"184"," Sierra Leone","3.4","","3.4","","3.4","","3.6","","4.3","","4.4","","4.5","","4.6","","4.7","","4.7","","4.6","","4.5","a"
"9"," Singapore","2.2","","3.3","","3.7","","5.6","","3.2","","3.0","","2.9","","2.8","","2.8","","1.7","","1.8","","2.0","a"
"38"," Slovakia","12.2","","13.1","","19.1","","16.3","","14.4","","13.6","","14.0","","14.2","","13.2","","11.5","","9.7","","7.9","a"
"25"," Slovenia","7.1","","7.2","","6.9","","6.5","","7.2","","8.2","","8.8","","10.1","","9.7","","9.0","","8.0","","6.9","a"
"152"," Solomon Islands","2.3","","2.3","","2.1","","2.2","","2.1","","2.1","","2.0","","2.0","","2.0","","2.0","","2.0","","2.1","a"
"n.a"," Somalia","5.9","","5.9","","5.9","","5.9","","6.0","","6.0","","6.0","","6.1","","6.1","","6.1","","6.0","","6.0","a"
"113"," South Africa","29.4","","16.9","","23.3","","23.8","","24.7","","24.7","","24.7","","24.6","","24.9","","25.2","","26.6","","27.7","a"
"187"," South Sudan","12.0","","12.3","","12.0","","12.2","","12.1","","11.7","","11.3","","12.9","","12.2","","12.0","","11.5","","11.5","a"
"26"," Spain","15.9","","22.7","","13.8","","9.2","","19.9","","21.4","","24.8","","26.1","","24.4","","22.1","","19.6","","17.4","a"
"76"," Sri Lanka","14.7","","12.3","","7.7","","7.7","","4.9","","4.1","","3.9","","4.4","","4.4","","4.7","","4.4","","4.1","a"
"167"," Sudan","14.1","","13.8","","13.9","","13.0","","12.9","","12.7","","12.7","","13.0","","12.8","","12.9","","12.8","","12.8","a"
"100"," Suriname","21.6","","8.4","","12.8","","9.8","","7.6","","6.9","","6.3","","4.8","","6.9","","7.2","","8.2","","8.1","a"
"7"," Sweden","3.2","","8.9","","5.5","","7.7","","8.6","","7.8","","8.0","","8.0","","7.9","","7.4","","7.0","","6.8","a"
"2"," Switzerland","1.8","","3.3","","2.7","","4.4","","4.8","","4.4","","4.5","","4.8","","4.8","","4.8","","4.9","","4.8","a"
"155"," Syrian Arab Republic","6.8","","7.2","","2.3","","9.9","","8.6","","14.9","","14.5","","14.4","","14.4","","14.6","","15.0","","15.2","a"
"127"," Tajikistan","7.6","","7.5","","11.3","","11.2","","11.7","","11.2","","10.8","","10.6","","10.5","","10.4","","10.3","","10.3","a"
"154"," Tanzania (United Republic of)","3.6","","4.1","","4.8","","4.4","","3.0","","3.5","","3.2","","2.9","","2.1","","2.1","","2.2","","2.2","a"
"83"," Thailand","2.7","","1.1","","2.4","","1.4","","0.6","","0.7","","0.6","","0.5","","0.6","","0.6","","0.9","","1.1","a"
"80"," The former Yugoslav Republic of Macedonia","36.0","","35.5","","32.2","","37.3","","32.0","","31.4","","31.0","","29.0","","28.0","","26.1","","23.7","","23.0","a"
"132"," Timor-Leste","10.5","","9.7","","9.9","","7.2","","3.3","","3.3","","3.2","","3.2","","3.3","","3.3","","3.4","","3.4","a"
"165"," Togo","1.9","","1.9","","1.9","","1.9","","1.9","","1.9","","1.9","","1.9","","1.9","","1.8","","1.8","","1.8","a"
"98"," Tonga","1.4","","2.1","","4.2","","3.0","","1.1","","1.1","","1.1","","1.1","","1.1","","1.1","","1.1","","1.2","a"
"69"," Trinidad and Tobago","18.5","","17.2","","12.1","","8.0","","5.9","","4.7","","5.0","","3.6","","3.3","","3.4","","4.4","","4.8","a"
"95"," Tunisia","16.6","","16.1","","15.7","","12.9","","13.1","","18.3","","17.6","","15.9","","15.1","","15.2","","15.5","","15.2","a"
"64"," Turkey","8.2","","7.6","","6.5","","10.6","","10.7","","8.8","","8.2","","8.7","","9.9","","10.2","","10.8","","11.3","a"
"108"," Turkmenistan","2.8","","2.8","","3.9","","3.8","","4.0","","3.8","","3.7","","3.6","","3.6","","3.6","","3.5","","3.4","a"
"162"," Uganda","0.9","","1.7","","3.0","","1.9","","4.0","","3.9","","3.6","","1.9","","1.9","","1.9","","2.0","","2.1","a"
"88"," Ukraine","5.8","","5.6","","11.6","","7.2","","8.1","","7.9","","7.5","","7.2","","9.3","","9.1","","9.4","","9.5","a"
"34"," United Arab Emirates","1.8","","1.8","","2.3","","3.1","","3.8","","3.5","","3.2","","2.8","","2.4","","2.1","","1.6","","1.7","a"
"14"," United Kingdom","8.6","","8.7","","5.6","","4.8","","7.8","","8.0","","7.9","","7.5","","6.1","","5.3","","4.8","","4.3","a"
"13"," United States","6.8","","5.6","","4.0","","5.1","","9.6","","9.0","","8.1","","7.4","","6.2","","5.3","","4.9","","4.4","a"
"55"," Uruguay","9.0","","10.0","","13.3","","12.2","","7.2","","6.3","","6.5","","6.4","","6.6","","7.5","","7.8","","8.1","a"
"105"," Uzbekistan","6.6","","6.5","","8.3","","8.3","","8.2","","8.2","","8.1","","8.1","","8.0","","7.9","","7.5","","7.2","a"
"138"," Vanuatu","5.5","","5.5","","5.6","","5.6","","5.4","","5.4","","5.3","","5.3","","5.3","","5.3","","5.3","","5.2","a"
"78"," Venezuela (Bolivarian Republic of)","9.5","","10.2","","13.2","","11.4","","8.5","","7.8","","7.4","","7.8","","7.0","","6.8","","7.9","","8.1","a"
"116"," Viet Nam","2.0","","2.0","","2.3","","2.3","","2.6","","2.0","","1.8","","2.0","","1.9","","2.1","","2.1","","2.1","a"
"178"," Yemen","8.6","","8.9","","12.8","","16.1","","17.8","","15.4","","15.0","","14.3","","13.5","","13.1","","13.5","","13.8","a"
"144"," Zambia","18.9","","17.3","","12.9","","10.4","","13.2","","10.0","","7.9","","7.8","","7.8","","7.8","","7.8","","7.8","a"
"156"," Zimbabwe","5.0","","5.5","","5.7","","4.5","","5.3","","5.4","","5.4","","5.3","","5.3","","5.2","","5.2","","5.2","a"
"a: Estimates modelled by the International Labour Organization."
""
